posicionador_noun	positioner_noun
samay_propernoun	samay_propernoun
neuropsicologia_noun	neuropsychology_noun
manutenció_noun	maintenance_noun
dit-índex_noun	index-finger_noun
azzo_propernoun	azzo_propernoun
decenni_noun	decade_noun
capbussament_noun	dive_noun
caminada_noun	trek_noun
pròtasi_noun	protasis_noun
gregorià_adjective	gregorian_adjective
morláns_propernoun	morláns_propernoun
ashlyn_propernoun	ashlyn_propernoun
a-través-de-la-carretera_adverb	across-the-road_adverb
monolingüisme_noun	monolingualism_noun
torrada_noun	toast_noun
magnetoquímica_noun	magnetochemistry_noun
maniobrabilitat_noun	maneuverability_noun
cassivi_propernoun	cassivi_propernoun
jérôme_propernoun	jérôme_propernoun
patenaude_propernoun	patenaude_propernoun
itinerant_adjective	itinerant_adjective
anterior_adjective	anterior_adjective
gelat_adjective	chilled_adjective
auster_adjective	austere_adjective
cada-vegada-menys_adverb	less-and-less_adverb
mal-educat_adjective	rude_adjective
habitual_adjective	usual_adjective
combinatori_adjective	combinatorial_adjective
fals-positiu_noun	false-positive_noun
sintetitzar_verb	synthesise_verb
dinàmic_adjective	dynamical_adjective
caja_propernoun	caja_propernoun
inflamar_verb	inflame_verb
duciaume_propernoun	duciaume_propernoun
melic_noun	navel_noun
rauffe_propernoun	rauffe_propernoun
espremedora_noun	juicer_noun
fabrizio_propernoun	fabrizio_propernoun
allegretto_adverb	allegretto_adverb
richardson_propernoun	richardson_propernoun
encara-que-sembli-mentida_adverb	strangely-enough_adverb
injustícia_noun	inequity_noun
fermanagh_propernoun	fermanagh_propernoun
guité_propernoun	guité_propernoun
baldomero_propernoun	baldomero_propernoun
remberta_propernoun	remberta_propernoun
admissible_adjective	allowable_adjective
oró_propernoun	oró_propernoun
puma_noun	cougar_noun
optoacoblador_noun	optocoupler_noun
actina_noun	actin_noun
per-avió_adverb	by-air_adverb
unidireccional_adjective	unidirectional_adjective
bacteriològic_adjective	bacteriological_adjective
ian_propernoun	ian_propernoun
pina_propernoun	pina_propernoun
nyah_propernoun	nyah_propernoun
estrella_noun	star_noun
operador_noun	operator_noun
dínode_noun	dynode_noun
desmeules_propernoun	desmeules_propernoun
brian_propernoun	brian_propernoun
a-baix_adverb	down_adverb
suport-de-la-família_noun	breadwinner_noun
humanístic_adjective	humanistic_adjective
rae_propernoun	rae_propernoun
cap-amunt_adverb	upwards_adverb
instal·lació_noun	installation_noun
llavar_verb	wash_verb
al-revés_adverb	upside-down_adverb
relativament-a-llarg-termini_adverb	at-relatively-long-term_adverb
manera-de-vida_noun	way-of-life_noun
lloguer_noun	rental_noun
iridodiagnòstic_noun	iridodiagnosis_noun
flibotte_propernoun	flibotte_propernoun
muntanya_noun	mount_noun
en-disputa_adverb	in-dispute_adverb
molt_adverb	very-much_adverb
iridocele_noun	iridocele_noun
temps-d'execució_noun	operation-time_noun
suplement_noun	supplement_noun
enfrontar_verb	confront_verb
referència_noun	reference_noun
apassionat_adjective	ardent_adjective
encantador_adjective	charming_adjective
activació_noun	activation_noun
contraespionatge_noun	counterespionage_noun
gwenaëlle_propernoun	gwenaëlle_propernoun
giravoltar_verb	spin_verb
contràctil_adjective	contractile_adjective
sarkis_propernoun	sarkis_propernoun
imparcial_adjective	unbiased_adjective
andres_propernoun	andres_propernoun
de-mutu-acord_adverb	with-one-accord_adverb
delano_propernoun	delano_propernoun
correu_noun	mail_noun
tirar_verb	chuck_verb
càlcul_noun	calculus_noun
hercegovina_propernoun	herzegovina_propernoun
abolicionista_noun	abolitionist_noun
matteau_propernoun	matteau_propernoun
albuixech_propernoun	albuixech_propernoun
xicot_noun	boyfriend_noun
escola-d'equitació_noun	riding-school_noun
marsillo_propernoun	marsillo_propernoun
escarlata_adjective	scarlet_adjective
benedict_propernoun	benedict_propernoun
delisle_propernoun	delisle_propernoun
desalliers_propernoun	desalliers_propernoun
lalonge_propernoun	lalonge_propernoun
ohara_propernoun	ohara_propernoun
amnistiar_verb	grant-an-amnesty_verb
polisil·logisme_noun	polysyllogism_noun
amb-prou-faenes_adverb	sparsely_adverb
indisciplinat_adjective	undisciplined_adjective
antiquat_adjective	old-fashioned_adjective
cèsar_propernoun	caesar_propernoun
quan_adverb	when_adverb
quan_relativepronoun	when_relativepronoun
quan_interrogativepronoun	when_interrogativepronoun
lila_propernoun	lila_propernoun
felipe_propernoun	felipe_propernoun
en-alta-mar_adverb	on-the-high-seas_adverb
aplegar_verb	gather_verb
registre_noun	record_noun
adrenalina_noun	adrenalin_noun
godayol_propernoun	godayol_propernoun
amulet_noun	amulet_noun
melodramatic_adjective	melodramatic_adjective
homier_propernoun	homier_propernoun
pinyó_noun	pinion_noun
preferentment_adverb	preferentially_adverb
baird_propernoun	baird_propernoun
el-vespre-abans_adverb	the-evening-before_adverb
kabuki_noun	kabuki_noun
làbium_noun	labium_noun
microprograma_noun	microprogram_noun
christiane_propernoun	christiane_propernoun
discretament_adverb	tactfully_adverb
a-la-callada_adverb	on-the-quiet_adverb
insistència_noun	insistence_noun
arraez_propernoun	arraez_propernoun
mateus_propernoun	mateus_propernoun
fregit_adjective	fried_adjective
haakon_propernoun	haakon_propernoun
calorosament_adverb	warmly_adverb
ventilació_noun	vent_noun
de-magalhães_adjective	magellanic_adjective
megane_propernoun	megane_propernoun
espasa_noun	sword_noun
normoblast_noun	normoblast_noun
oportunista_adjective	opportunist_adjective
pana_noun	corduroy_noun
hartford_propernoun	hartford_propernoun
justiniana_propernoun	justiniana_propernoun
sinèrgic_adjective	synergetic_adjective
braxton_propernoun	braxton_propernoun
mormó_adjective	mormon_adjective
resultar_verb	result_verb
investir_verb	vest_verb
glia_noun	glia_noun
cauterització_noun	cauterisation_noun
comparació_noun	comparison_noun
adenopatia_noun	adenopathy_noun
investigatiu_adjective	investigative_adjective
a-mitja-vesprada_adverb	late-in-the-afternoon_adverb
líquid_adjective	liquid_adjective
chiva_propernoun	chiva_propernoun
reverberació_noun	reverberation_noun
toxicòleg_noun	toxicologist_noun
privilegiat_adjective	privileged_adjective
villatoro_propernoun	villatoro_propernoun
antón_propernoun	antón_propernoun
enzimàtic_adjective	enzymatic_adjective
cau_noun	hideout_noun
retrocessió_noun	retrocession_noun
müller_propernoun	müller_propernoun
iveth_propernoun	iveth_propernoun
recollida_noun	collection_noun
enteròcit_noun	enterocyte_noun
optatiu_adjective	elective_adjective
bilió-de_numeral	billion_numeral
asíncron_adjective	asynchronous_adjective
vent_noun	wind_noun
emirats-àrabs-units_propernoun	united-arab-emirates_propernoun
saliva_noun	saliva_noun
resta_noun	debris_noun
adelmar_propernoun	adelmar_propernoun
circumcís_adjective	circumcised_adjective
salido_propernoun	salido_propernoun
madelen_propernoun	madelen_propernoun
donar-la-benvinguda_verb	welcome_verb
chalhoub_propernoun	chalhoub_propernoun
cegament_adverb	blindly_adverb
jensen_propernoun	jensen_propernoun
rentada_noun	wash_noun
vivaldo_propernoun	vivaldo_propernoun
vareta_noun	wand_noun
nolet_propernoun	nolet_propernoun
nielsen_propernoun	nielsen_propernoun
casc-urbà_noun	urban-area_noun
altaveu-de-subgreus_noun	subwoofer_noun
allard_propernoun	allard_propernoun
blasó_noun	armory_noun
barbacoa_noun	barbecue_noun
declarar_verb	declare_verb
de-seguida_adverb	straight-away_adverb
per-si-soles_adverb	on-their-own_adverb
ayana_propernoun	ayana_propernoun
pintor_propernoun	pintor_propernoun
classe_noun	classroom_noun
petit_adjective	little_adjective
mia_propernoun	mia_propernoun
darrius_propernoun	darrius_propernoun
algun_pronoun	some_pronoun
marguerita_propernoun	marguerita_propernoun
permeabilitat_noun	permeability_noun
abarcar_verb	span_verb
abominació_noun	abomination_noun
dina_noun	dyne_noun
estable_noun	cowshed_noun
arxipreste_noun	archpriest_noun
verticalment_adverb	vertically_adverb
inoportú_adjective	inopportune_adjective
del-barrio_propernoun	del-barrio_propernoun
compra_noun	purchase_noun
amando_propernoun	amando_propernoun
porteria_noun	goal_noun
sol·licitud_noun	call_for_noun
antecedència_noun	antecedence_noun
chicoine_propernoun	chicoine_propernoun
rocío-del-cielo_propernoun	rocío-del-cielo_propernoun
asier_propernoun	asier_propernoun
ejacular_verb	ejaculate_verb
nasal_adjective	nasal_adjective
gairebé-sempre_adverb	most-of-the-time_adverb
exceptuar_verb	except_verb
elevar_verb	heighten_verb
cosimo_propernoun	cosimo_propernoun
fabrellas_propernoun	fabrellas_propernoun
espessir_verb	thicken_verb
d'allí_adverb	thence_adverb
ampliable_adjective	expandable_adjective
balneoteràpia_noun	balneotherapy_noun
rabelais_propernoun	rabelais_propernoun
interiorment_adverb	inwardly_adverb
bielan_propernoun	bielan_propernoun
gélineau_propernoun	gélineau_propernoun
clon_noun	clone_noun
jacquelina_propernoun	jacquelina_propernoun
futurista_adjective	futuristic_adjective
chevrolet_propernoun	chevrolet_propernoun
amadeus_propernoun	amadeus_propernoun
monofilètic_adjective	monophyletic_adjective
turu_propernoun	turu_propernoun
miya_propernoun	miya_propernoun
màgia_noun	magic_noun
deure_verb	owe_verb
en-total_adverb	taken-altogether_adverb
ponderació_noun	weighting_noun
baixada_noun	drop_noun
jerónima_propernoun	jerónima_propernoun
truffaut_propernoun	truffaut_propernoun
canós_adjective	grey-haired_adjective
afrodita_propernoun	aphrodite_propernoun
reconeixedor_adjective	recognizable_adjective
dotat_adjective	gifted_adjective
pugés_propernoun	pugés_propernoun
expropiació_noun	expropriation_noun
comendador_noun	commander_noun
castelltort_propernoun	castelltort_propernoun
de-fulla-llarga_adjective	long-bladed_adjective
acusació_noun	indictment_noun
hancock_propernoun	hancock_propernoun
amb-el-pas-dels-anys_adverb	with-the-passing-of-years_adverb
debilitament_noun	weakening_noun
lancho_propernoun	lancho_propernoun
cdma_noun	cdma_noun
loayza_propernoun	loayza_propernoun
convolució_noun	convolution_noun
taràntula_noun	tarantula_noun
per-una-raó-o-altra_adverb	for-some-reason-or-another_adverb
joana_propernoun	joana_propernoun
calúmnia_noun	slur_noun
powerpc_propernoun	powerpc_propernoun
dancause_propernoun	dancause_propernoun
simeón_propernoun	simeón_propernoun
carolyn_propernoun	carolyn_propernoun
göring_propernoun	göring_propernoun
elaboració_noun	preparation_noun
meo_propernoun	meo_propernoun
regan_propernoun	regan_propernoun
diagnosticar_verb	diagnose_verb
director_noun	director_noun
còpia-de-seguretat_noun	backup_noun
pàrsec_noun	parsec_noun
de-primera-mà_adverb	at-first-hand_adverb
dirigir_verb	manage_verb
mallais_propernoun	mallais_propernoun
columnista_noun	columnist_noun
celebritat_noun	celebrity_noun
egan_propernoun	egan_propernoun
rococó_noun	rococo_noun
anecoic_adjective	anechoic_adjective
legislar_verb	legislate_verb
shamira_propernoun	shamira_propernoun
joan-xvii_propernoun	john-xvii_propernoun
josef_propernoun	josef_propernoun
tancar-de-cop_verb	slam_verb
guarderia_noun	childcare_noun
trastornar_verb	upset_verb
catabàtic_adjective	katabatic_adjective
ós_noun	bear_noun
o-on-sigui_adverb	or-wherever_adverb
nova-versió_noun	remake_noun
mes-vinent_adverb	next-month_adverb
amb-precisió_adverb	to-the-minute_adverb
membreno_propernoun	membreno_propernoun
monfette_propernoun	monfette_propernoun
diatermància_noun	diathermancy_noun
perceptible_adjective	perceivable_adjective
paraplegia_noun	paraplegia_noun
alyssa_propernoun	alyssa_propernoun
sine-die_adverb	sine-die_adverb
en-tercera-persona_adverb	in-the-third-person_adverb
variscita_noun	variscite_noun
despertar_verb	arouse_verb
brooklyn_propernoun	brooklyn_propernoun
miguel-bon_propernoun	miguel-bon_propernoun
inhibició_noun	inhibition_noun
pregó_noun	proclamation_noun
automòbil_noun	car_noun
monllau_propernoun	monllau_propernoun
didío_propernoun	didío_propernoun
iniciar_verb	pioneer_verb
couillard_propernoun	couillard_propernoun
de-cop_adverb	all-of-a-sudden_adverb
hernandez_propernoun	hernandez_propernoun
manualment_adverb	manually_adverb
nerviosament_adverb	nervously_adverb
digitalització_noun	digitalisation_noun
intercanviable_adjective	exchangeable_adjective
patón_propernoun	patón_propernoun
basilio_propernoun	basilio_propernoun
brielle_propernoun	brielle_propernoun
demers_propernoun	demers_propernoun
irwin_propernoun	irwin_propernoun
zircó_noun	zircon_noun
energia_noun	energy_noun
secta_noun	sect_noun
allegheny_propernoun	allegheny_propernoun
argenté_propernoun	argenté_propernoun
fundació-deporti-galego_propernoun	galician-sports-foundation_propernoun
taxi_noun	taxi_noun
enfosquir_verb	darken_verb
sas_propernoun	sas_propernoun
elutriació_noun	elutriation_noun
encobrir_verb	conceal_verb
eritrocitosi_noun	erythrocitosis_noun
mil_numeral	thousand_numeral
berlusconi_propernoun	berlusconi_propernoun
maliciosament_adverb	maliciously_adverb
hispaniola_propernoun	hispaniola_propernoun
charlish_propernoun	charlish_propernoun
superordinador_noun	supercomputer_noun
juan_propernoun	juan_propernoun
arlington_propernoun	arlington_propernoun
aranyoner_noun	blackthorn_noun
longchamps_propernoun	longchamps_propernoun
passar-gana_verb	starve_verb
observador_adjective	observant_adjective
pius_propernoun	pius_propernoun
yorke_propernoun	yorke_propernoun
normalment_adverb	normally_adverb
de-moda_adverb	in-fashion_adverb
immoble_adjective	immovable_adjective
magrana_noun	pomegranate_noun
adriá_propernoun	adriá_propernoun
seqüència_noun	sequence_noun
embogir_verb	madden_verb
guardabosc_noun	forester_noun
alhora_adverb	concurrently_adverb
uvarovita_noun	uvarovite_noun
panjab_propernoun	punjab_propernoun
anxo-quintana_propernoun	anxo-quintana_propernoun
antàrtic_adjective	antarctic_adjective
ineficàcia_noun	inefficiency_noun
dean_propernoun	dean_propernoun
a-babord_subordinatingconjunction	on-the-port-side_subordinatingconjunction
delsa_propernoun	delsa_propernoun
empunyadura_noun	handle_noun
fabian_propernoun	fabian_propernoun
dimichele_propernoun	dimichele_propernoun
cova_noun	cave_noun
caza_propernoun	caza_propernoun
gustems_propernoun	gustems_propernoun
separable_adjective	detachable_adjective
esteban_propernoun	esteban_propernoun
indeclinable_adjective	indeclinable_adjective
manlio_propernoun	manlio_propernoun
gomez_propernoun	gomez_propernoun
generacional_adjective	generational_adjective
encís_noun	charm_noun
dret_noun	right_noun
tort_adjective	skew_adjective
macrocomponent_noun	macrocomponent_noun
ritualment_adverb	ritually_adverb
desembolicar_verb	disentangle_verb
piccolo_propernoun	piccolo_propernoun
contundència_noun	forcefulness_noun
suro_noun	cork_noun
pentagonal_adjective	pentagonal_adjective
bailon_propernoun	bailon_propernoun
grimau_propernoun	grimau_propernoun
marois_propernoun	marois_propernoun
senyor_noun	gentleman_noun
platerets_noun	cymbal_noun
icosaedre_noun	icosahedron_noun
filosofia_noun	philosophy_noun
odilio_propernoun	odilio_propernoun
haché_propernoun	haché_propernoun
camp_noun	arena_noun
espècia_noun	spice_noun
polaritzar_verb	polarise_verb
juarez_propernoun	juarez_propernoun
longitudinal_adjective	longitudinal_adjective
robinho_propernoun	robinho_propernoun
escocès_noun	scottish_noun
col·laboracionista_noun	collaborationist_noun
paleotropical_adjective	palaeotropical_adjective
no-cal-dir-ho_adverb	needless-to-say_adverb
precautori_adjective	preventive_adjective
folre_noun	lining_noun
ureopoesi_noun	ureopoiesis_noun
otero_propernoun	otero_propernoun
cadena_propernoun	cadena_propernoun
agnòstic_noun	agnostic_noun
relegació_noun	relegation_noun
forlini_propernoun	forlini_propernoun
braque_propernoun	braque_propernoun
històricament_adverb	historically_adverb
marenger_propernoun	marenger_propernoun
hernaldo_propernoun	hernaldo_propernoun
comino_propernoun	comino_propernoun
aplicador_noun	applicator_noun
savana_propernoun	savana_propernoun
comprimir_verb	compress_verb
oriana_propernoun	oriana_propernoun
seychelles_propernoun	seychelles_propernoun
mariscal_propernoun	mariscal_propernoun
inhibidor_noun	inhibitor_noun
giuliani_propernoun	giuliani_propernoun
pino_propernoun	pino_propernoun
comentarista_noun	commentator_noun
esgotament_noun	exhaustion_noun
vomitar_verb	vomit_verb
cordeiro_propernoun	cordeiro_propernoun
metrònom_noun	metronome_noun
a-mig-fer_adverb	half_adverb
glenys_propernoun	glenys_propernoun
deutsch_propernoun	deutsch_propernoun
observació_noun	observation_noun
precipitació_noun	precipitation_noun
cholette_propernoun	cholette_propernoun
superheroi_noun	superhero_noun
adjudicatari_noun	adjudicator_noun
citocentre_noun	cytocentrum_noun
farhat_propernoun	farhat_propernoun
hugolina_propernoun	hugolina_propernoun
trenta-tresè_adjective	thirty-third_adjective
sospitar_verb	suspect_verb
labrador_propernoun	labrador_propernoun
crisóstomo_propernoun	crisóstomo_propernoun
dipiramidal_adjective	bipyramidal_adjective
nevada_noun	snowfall_noun
marroc_propernoun	morocco_propernoun
