beirniadol,critical,adjective
twymo,heat,verb
cylchrediad,circulation,noun
trawsnewid,conversion,noun
ymdopi,cope,verb
trafaelio,labour,verb
methu,fail,verb
allanu,exit,verb
colledu,damage,verb
esgid,shoe,noun
buwch,cow,noun
sorri,sulk,verb
Connie,Connie,properNoun
cymhlyg,complex,adjective
er mwyn,in order to,subordinatingConjunction
peryglu,endanger,verb
Alan,Alan,properNoun
cymundeb,communion,noun
cydgysylltiedig,coordinated,adjective
crebachu,shrivel,verb
gorffwylledd,insanity,noun
Ainhoa,Ainhoa,properNoun
magnetig,magnetic,adjective
dodrefnyn,piece of furniture,noun
trethadwy,taxable,adjective
colofn,column,noun
hyd yn hyn,up until now,adverb
benthyg,loan,noun
maddau,forgive,verb
Ronan,Ronan,properNoun
arogl,smell,noun
croestorri,intersect,verb
trapesiwm,trapezium,noun
Gwlad Swazi,Swaziland,properNoun
damwain,accident,noun
ymholiad,query,noun
McLean,McLean,properNoun
wythol,octal,adjective
hurio,hire,verb
cyfarparu,prepare,verb
Brycheiniog,Brecon,properNoun
cyflogedig,employed,adjective
mewnddodi,infix,verb
achwyn,complain,verb
defnyddiadwy,useable,adjective
trotian,trot,verb
meddalhau,soften,verb
decigram,decigram,noun
adrannau,sections,noun
gwersyll,camp,noun
Rabat,Rabat,properNoun
gweithdy,workshop,noun
Trinidad a Thobago,Trinidad and Tobago,properNoun
ymyrru,interfere,verb
driflo,drivel,verb
edrych ymlaen at,look forward to,verb
llawdio,be in heat,verb
planta,beget,verb
awgrym,hint,noun
siapo,shape,verb
ymffyrnigo,rage,verb
pipio,peep,verb
rhentio,rent,verb
pleidio,support,verb
pleidio,support,presentParticipleAdjective
tanseilio,undermine,verb
pad,pad,noun
swyddogaeth,function,noun
patrymwaith,mosaic,noun
graddol,gradual,adjective
dyrchafu,raise,verb
Mollie,Mollie,properNoun
paentio,paint,verb
gwlad Thai,Thailand,properNoun
samona,catch salmon,verb
Nepal,Nepal,properNoun
taflodi,palatalise,verb
talgrychu,scowl,verb
tolio,be thrifty,verb
bysellfwrdd,keyboard,noun
Drew,Drew,properNoun
llym,sharp,adjective
ailddechrau,restart,verb
Zacheus,Zacheus,properNoun
distawrwydd,silence,noun
gollyngus,lossy,adjective
absoliwt,absolute,adjective
algebra,algebra,noun
llyfryddol,bibliographic,adjective
cludadwy,portable,adjective
Donald,Donald,properNoun
mono i,not me,adverb
felly,so,adverb
cyfrif,count,verb
ad-daliad,repayment,noun
canol,middle,noun
gwrando,listen,verb
sylw,attention,noun
ymrithio,assume the shape of,verb
dibrofiad,inexperienced,adjective
Colin,Colin,properNoun
mandadu,mandate,verb
bri,renown,noun
mowntio,mount,verb
canwaith,a hundred times,noun
agos,close,adjective
cyferbyn,opposite,adjective
cipolwg,glance,noun
mwys,ambiguous,adjective
duw,god,noun
diwrnod-wedyn,next-day,adjective
ychwanegu,add,verb
punt,pound,noun
i mewn i,into,preposition
trychu,chop,verb
Nadolig,Christmas,noun
bach,small,adjective
ffrio,fry,verb
cilgwthio,repel,verb
pellhau,recede,verb
mewnlein,inline,adjective
llywodraeth,government,noun
delwi,be motionless,verb
ardal,regional,adjective
cethru,pierce,verb
plotio,plot,verb
sblasio,splash,verb
Cyriac,Cyriac,properNoun
trysori,treasure,verb
polisïol,policy,adjective
sodro,solder,verb
tywod,sand,noun
castio,cast,verb
tâl,payment,noun
Maud,Maud,properNoun
llacáu,slacken,verb
gorboethi,overheat,verb
cynnydd,increase,noun
ar ochr,on the side of,preposition
deisebu,petition,verb
persbectif,perspective,noun
iard,yard,noun
rhofio,dig,verb
cyn,as,adverb
estynadwy,extensible,adjective
strwythurol,structural,adjective
consensws,consensus,noun
llestrio,put into a vessel,verb
gorffenedig,finished,adjective
dihuno,wake,verb
dyhuddo,appease,verb
teyrnasu,reign,verb
pabwyra,gather rushes,verb
Thames,Thames,properNoun
cysegr-ladrad,sacrilege,noun
Dulyn,Dublin,properNoun
Murphy,Murphy,properNoun
cynhesrwydd,warmth,noun
tild,tilde,noun
cyfrannwr,contributor,noun
cyson,even,adjective
Albania,Albania,properNoun
daliwr,catcher,noun
glastwreiddio,dilute,verb
pictogram,pictogram,noun
Marc,Marc,properNoun
arithmetig,arithmetic,noun
pasio,pass,verb
wyth,eight,numeral
ciprys,contend,verb
storio,store,verb
atomiaeth,atomism,noun
adferiad,restoration,noun
gwaed,blood,noun
treuliwr,consumer,noun
cracio,crack,verb
cyplysu,couple,verb
gwastraff,waste,noun
Bangladesh,Bangladesh,properNoun
hawlio,claim,verb
bygwth,threat,noun
a,and,coordinatingConjunction
byrhoedlog,short-lived,adjective
methdalwrus,bankrupt,adjective
ataliol,deterrent,adjective
fforchio,fork,verb
trwsiad,fix,noun
blinder,weariness,noun
pam,why,adverb
pam,why,interrogativePronoun
dewr,brave,adjective
prydlon,timely,adjective
nadu,howl,verb
amlinelliad,outline,noun
arbenigrwydd,speciality,noun
traddodi,commit,verb
dyraniad,allocation,noun
Gwlad y Swasi,Swaziland,properNoun
artiffisial,artificial,adjective
mohonot ti,not you,adverb
emrallt,emerald,noun
cywasgedig,condensed,adjective
hapddalwr,stakeholder,noun
preswyl,dwelling,noun
addoli,worship,verb
Milly,Milly,properNoun
Carys,Carys,properNoun
cymdeithasol,social,adjective
Cirgisia,Kyrgyzstan,properNoun
digyswllt,disconnected,adjective
helaethrwydd,extent,noun
Hughes,Hughes,properNoun
bendith,blessing,noun
allgyrsiol,extracurricular,adjective
Hwlffordd,Haverfordwest,properNoun
gwarro,stoop,verb
hydoddedd,solubility,noun
hygyrchedd,accessibility,noun
cynnu,light,verb
parlysu,paralyse,verb
enwadur,denominator,noun
hyn,this,pronoun
hyn,this,determiner
hyn,this,demonstrativePronoun
arwisgo,enrobe,verb
cyfrodeddu,entwine,verb
berwi,boil,verb
Oregon,Oregon,properNoun
cynnig,proposal,noun
cynadledda,attend conferences,verb
marchogaeth,ride,verb
pum,five,numeral
ailfywiogi,reanimate,verb
cilobeit,kilobyte,noun
pensiwn,pension,noun
amseroldeb,timeliness,noun
cynrychiolaeth,delegation,noun
capel,chapel,noun
cydseinio,harmonise,verb
traean,one third,noun
lledu,spread,verb
nofio,swim,verb
Rocio,Rocio,properNoun
tymheru,temper,verb
Eryn,Eryn,properNoun
deillio,derive from,verb
cycyllu,hood,verb
dis,die,noun
cael,get,verb
optometrydd,optometrist,noun
ffodus,fortunate,adjective
tegeirian,orchid,noun
sancteiddio,sanctify,verb
Christpher,Christpher,properNoun
golygedig,edited,adjective
waldio,thrash,verb
llwyfan,stage,noun
ystwyth,supple,adjective
rhestr,list,noun
cydberthyniad,correlation,noun
amau,doubt,verb
adrodd,recite,verb
tryledu,diffuse,verb
lefelu,level,verb
Felice,Felice,properNoun
tafoli,balance,verb
dychwelyd,return,verb
cuddio,hide,verb
bat,bat,noun
ymyl,edge,noun
trampo,tramp,verb
gweinyddu,serve,verb
ebargofi,forget,verb
stilio,distil,verb
briwio,mince,verb
Trelew,Trelew,properNoun
gofalwr,carer,noun
croesgerrynt,cross-current,noun
pwrs,purse,noun
mis Medi,September,noun
damwain,befall,verb
ceudod,cavity,noun
Beatrice,Beatrice,properNoun
dyheu,long for,verb
anfodloni,dissatisfy,verb
Nicole,Nicole,properNoun
otomatig,automatic,adjective
aelod,member,noun
gwrthod,refuse,verb
llofnodwr,signer,noun
ogystal,as well,adverb
Hong Cong,Hong Kong,properNoun
gwelltyn,hair,noun
prydyddu,versify,verb
anfesuradwy,non-quantifiable,adjective
camffurfiedig,malformed,adjective
darlithio,lecture,verb
pynio,truss,verb
sychdarthu,sublimate,verb
rhwbio,rub,verb
wyna,lamb,verb
asgell,wing,noun
prynhawn,afternoon,noun
strwythuredig,structured,adjective
ei,her,possessivePronoun
ei,her,determiner
ei,her,possessivePronoun
ei,her,determiner
ei,her,possessivePronoun
ei,her,determiner
ei,her,possessivePronoun
ei,her,determiner
Alex,Alex,properNoun
bwyta,eat,verb
uchod,above,adverb
ymgydnabyddu,acquaint oneself,verb
benywaidd,feminine,adjective
barbio,clip hedge,verb
dŵr,water,noun
ffynci,funky,adjective
brwdfrydig,enthusiastic,adjective
sylwebu,commentate,verb
Manel,Manel,properNoun
eilwaith,again,adverb
breintio,honour,verb
swigen,bubble,noun
amldduwiaeth,polytheism,noun
gweddwdod,widowhood,noun
porthi,feed,verb
i lawr,down,adverb
archolli,wound,verb
dychlamu,frisk,verb
llymder,severity,noun
llabyddio,stone,verb
gofod,space,noun
coelio,believe,verb
llwyth llong,freight,noun
yna,then,adverb
crynodedig,concentrated,adjective
anaml,infrequent,adjective
trwchus,thick,adjective
moment,moment,noun
carcu,take heed,verb
protocol,protocol,noun
dychryn,frighten,verb
Mozambique,Mozambique,properNoun
chwyddiaeth,bombast,noun
traphont,viaduct,noun
Yemen,Yemen,properNoun
anis,anise,noun
drosodd a throsodd,over and over,adverb
ymostwng,bow,verb
oedolyn,adult,noun
blwyddyn,year,noun
bolltio,bolt,verb
cynnes,warm,adjective
nage,no,adverb
ailgloddio,requarry,verb
Lorena,Lorena,properNoun
llwfrhau,lose heart,verb
ateb,answer,verb
Joan Antoni,Joan Antoni,properNoun
nerthu,strengthen,verb
stompio,mash,verb
academi,academy,noun
Haf,Haf,properNoun
mynd,go,verb
atchwelyd,regress,verb
hawliad,claim,noun
anghenrhaid,requirement,noun
melfed,velvet,noun
disgwyliedig,expected,adjective
cnydau,crops,noun
corlannu,pen,verb
goganu,satirise,verb
Thomson,Thomson,properNoun
dadansoddiad,analysis,noun
sawru,smell,verb
estynadwy,stretchable,adjective
ymddiddori,take an interest,verb
blaengynllunio,blueprint,verb
Gabrielle,Gabrielle,properNoun
anwireddu,falsify,verb
ymlawenhau,rejoice,verb
wylo,weep,verb
gogwyddo,incline,verb
cilio,retreat,verb
newrosis,neurosis,noun
llinynnu,string,verb
Slofacia,Slovakia,properNoun
seren,star,noun
croch,loud,adjective
bath,bath,noun
actores,actress,noun
Talfan,Talfan,properNoun
cynghorwr,councillor,noun
cydsefyll,be compatible,verb
milltir,mile,noun
sawl,several,pronoun
sawl,several,determiner
trwsiadus,well-dressed,adjective
dadbwytho,unstitch,verb
arferiad,custom,noun
ffynhonnell,source,noun
munudol,by the minute,adjective
deddfu,decree,verb
gwau,knit,verb
amcangyfrif,estimate,verb
drudfawr,expensive,adjective
pum-mlynedd,five-year,adjective
meinhau,narrow,verb
cydroddi,contribute,verb
rhaglunio,design beforehand,verb
modem,modem,noun
arferadwy,habitual,adjective
syfrdanu,astound,verb
nod,character,noun
deintyddiaeth,dentistry,noun
gwaedlif,haemorrhage,noun
Carles,Carles,properNoun
porthmona,deal in cattle,verb
melltennu,flash lightning,verb
logarithm,logarithm,noun
beichiogrwydd,pregnancy,noun
canmoliaeth,compliment,noun
boddi,drown,verb
sychu,dry,verb
cyfanwaith,oeuvre,noun
clwyfo,wound,verb
hysian,set on,verb
chwart,quart,noun
stwnsio,mash,verb
dihydradu,dehydrate,verb
glöwr,coalminer,noun
Maryam,Maryam,properNoun
oedran,age,noun
uchafbwynt,climax,noun
dofn,deep,adjective
chwaer,sister,noun
cywydd,alliterative poem,noun
cwyno,complain,verb
Apertium,Apertium,properNoun
amseredig,timed,adjective
cydradd,equal in rank,adjective
gwrthdystio,protest,verb
chwedloniaeth,mythology,noun
faint mor,how,adverb
faint mor,how,interrogativePronoun
faint mor,how,adverb
faint mor,how,interrogativePronoun
faint mor,how,adverb
faint mor,how,interrogativePronoun
faint mor,how,adverb
faint mor,how,interrogativePronoun
dihysbyddu,drain,verb
secondio,second,verb
gweithredydd,operator,noun
llindagu,strangle,verb
cyfnod,period,noun
cyhoeddusrwydd,publicity,noun
un,one,numeral
enw,name,noun
Joan Manel,Joan Manel,properNoun
morteisio,mortise,verb
Erasmus,Erasmus,properNoun
gerllaw,near,preposition
tecáu,embellish,verb
dicter,anger,noun
dynamig,dynamic,adjective
cynllyfanu,leash,verb
sbwriel,rubbish,noun
Mairi,Mairi,properNoun
cegu,gulp,verb
byth,forever,adverb
pedoli,shoe,verb
Llangollen,Llangollen,properNoun
rhesymu,reason,verb
ethos,ethos,noun
anghynrychioliadol,non-representational,adjective
sianelu,direct,verb
cegrythu,yawn,verb
cudd,hidden,adjective
cwbwl,all,pronoun
cwbwl,all,determiner
pedlera,peddle,verb
gwerdd,green,adjective
fferyllol,pharmaceutical,adjective
anwesu,fondle,verb
damhegu,speak figuratively,verb
silindr,cylinder,noun
honno,that,relativePronoun
honno,that,pronoun
honno,that,determiner
honno,that,demonstrativePronoun
honno,that,determiner
honno,that,demonstrativePronoun
honno,that,relativePronoun
honno,that,pronoun
honno,that,determiner
honno,that,demonstrativePronoun
honno,that,determiner
honno,that,demonstrativePronoun
Johnston,Johnston,properNoun
hencian,limp,verb
llamu,leap,verb
Ynysoedd y Philipinos,Philippines,properNoun
unamserol,isochronous,adjective
awdurdodaeth,authoritarianism,noun
moeli,become bald,verb
methedig,failed,adjective
ar ei phen ei hun,on her own,adverb
goriwaered,descent,noun
troedfedd,foot,noun
trefnwr,organiser,noun
ymweld,visit,verb
ar adnau,on deposit,adverb
paratoadol,preparatory,adjective
Raffe,Raffe,properNoun
Ciara,Ciara,properNoun
Biwmaris,Beaumaris,properNoun
geneth,girl,noun
gloddesta,carouse,verb
ein hun,ourselves,pronoun
ein hun,ourselves,reflexivePersonalPronoun
Knight,Knight,properNoun
cwpanaid,cup,noun
trefniadaeth,organisation,noun
cnydio,bear fruit,verb
gwerthu,sell,verb
pendwmpio,doze,verb
dalennod,bookmark,noun
cydladd,agree,verb
ar ôl,after,subordinatingConjunction
Anton,Anton,properNoun
Hamilton,Hamilton,properNoun
llam,leap,noun
Cecilia,Cecilia,properNoun
egwyl,break,noun
lercio,lurk,verb
Campbell,Campbell,properNoun
'cw,there,adverb
llywydd,president,noun
manwerthwr,retailer,noun
Salma,Salma,properNoun
hypergeometrig,hypergeometric,adjective
canlyn,follow,verb
Amie,Amie,properNoun
dallu,blind,verb
y Wyddfa,Snowdon,properNoun
undodiaeth,unitarianism,noun
tacio,tack,verb
trwybwn,throughput,noun
brasnaddu,rough-hew,verb
maintioli,stature,noun
cwnnu,rise,verb
doeth,wise,adjective
torcytundeb,breach of contract,noun
ambell,occasional,adjective
brewlan,drizzle,verb
soced,socket,noun
cydfyw,live together,verb
ailgyfeirio,re-refer,verb
Tsiecoslofacia,Czechoslovakia,properNoun
Palesteina,Palestine,properNoun
arolwg,survey,noun
dramatig,dramatic,adjective
rholio,roll,verb
buanedd,speed,noun
mursennu,behave coyly,verb
argymelledig,recommended,adjective
statudol,statutory,adjective
cychio,keep bees,verb
chwarterol,quarterly,adjective
amrywiad,variation,noun
catrodi,form into regiments,verb
Esmour,Esmour,properNoun
ysgrifennwr,writer,noun
Nathaniel,Nathaniel,properNoun
Caerfyrddin,Carmarthen,properNoun
rhwygo,tear,verb
Naomi,Naomi,properNoun
coron,crown,noun
cyniwair,frequent,verb
gwersylla,camp,verb
anghynrychiadol,non-representative,adjective
dad-ddyfrio,dehydrate,verb
siwrnai,journey,noun
llydan,broad,adjective
canrif,century,noun
cynhwysedd,capacity,noun
trosglwyddo,transfer,verb
is-orsaf,sub-station,noun
pwyso,weigh,verb
cynnig,offer,noun
dyfnion,deep,adjective
mawrygu,glorify,verb
llwyddiannus,successful,adjective
gwiriad,check,noun
wy,egg,noun
diheintydd,disinfectant,noun
ymguddio,conceal oneself,verb
cyfoethog,wealthy,adjective
addysgiadol,instructive,adjective
aflwyddiannus,unsuccessful,adjective
deiet,diet,noun
grwnan,drone,verb
cymysgedd,mixture,noun
Deheudir Affrica,South Africa,properNoun
aelodi,enrol,verb
hysbys,known,adjective
cylchlythyr,circular,noun
saernïo,fashion,verb
dyledus,indebted,adjective
anferth,huge,adjective
israddoldeb,inferiority,noun
erydu,erode,verb
pawb,everyone,pronoun
telewerthu,telesale,noun
clo marw,deadlock,noun
achosiaeth,causality,noun
materol,material,adjective
caniatâd,permission,noun
treisio,rape,verb
dim ond,only,adverb
ffurfweddu,configure,verb
clytio,patch,verb
Niall,Niall,properNoun
cartrefu,inhabit,verb
anturio,venture,verb
apêl,appeal,noun
llond,fullness,noun
adloniant,entertainment,noun
tarian,shield,noun
amryfuso,err,verb
ymgyrchwr,campaigner,noun
cyfatebol,corresponding,adjective
dympio,dump,verb
boch,cheek,noun
bôn,stump,noun
pren,wood,noun
lleyg,lay,adjective
Comoros,Comoros,properNoun
dyma,here be,verb
gogoniant,glory,noun
cyfseriad,constellation,noun
brodorol,indigenous,adjective
cyllid,funding,noun
nac,not,adverb
medru,be able to,modal
synnwyr,sense,noun
rhestru,list,verb
cyfansoddiad,composition,noun
Bridget,Bridget,properNoun
rhicio,notch,verb
ymarferol,practical,adjective
marchogaeth,horsemanship,noun
addunedu,vow,verb
Leia,Leia,properNoun
sadrwydd,stability,noun
sgleiniog,glossy,adjective
plwm,lead,noun
disgwyl,expect,verb
llesgu,enfeeble,verb
Graham,Graham,properNoun
tawelwch,equanimity,noun
gwych,splendid,adjective
Pontypridd,Pontypridd,properNoun
ie,yes,adverb
border,border,noun
aml-asiantaethol,multiagency,adjective
hyfforddiant,training,noun
rhodd,gift,noun
trosroddi,extradite,verb
pwrpasu,intend,verb
trefniadol,procedural,adjective
trigfannu,dwell,verb
Ruaridh,Ruaridh,properNoun
rhagrybudd,forewarning,noun
cyfarwyddeb,directive,noun
seminar,seminar,noun
llathen,yard,noun
ymddiriedadwy,trustworthy,adjective
rhedegol,running,adjective
cydbwrcasu,purchase jointly,verb
malurio,break into fragments,verb
arddangosedig,displayed,adjective
logistaidd,logistic,adjective
diosg,divest,verb
Panamá,Panama,properNoun
bendithio,bless,verb
siwr,sure,adjective
dantu,bite,verb
gor-ddweud,overstate,verb
Kimberly,Kimberly,properNoun
siartredig,chartered,adjective
o amgylch,around,preposition
brathu,bite,verb
byffer,buffer,noun
cablu,blaspheme,verb
pwrpasol,suitable,adjective
ymdroi,loiter,verb
moesegol,ethical,adjective
cyfunrhywoliaeth,homosexuality,noun
esbonio,explain,verb
seisnigo,anglicise,verb
ansoddair,adjective,noun
Dionisia,Dionisia,properNoun
Sir y Fflint,Flintshire,properNoun
buan,soon,adjective
diffyndollaeth,protectionism,noun
arweddu,bear,verb
gweithredai,executable,noun
munudio,gesticulate,verb
ôl-gydnawsedd,backwards compatibility,noun
stensil,stencil,noun
llaith,damp,adjective
detholiad,selection,noun
Noemi,Noemi,properNoun
Llwyd,Llwyd,properNoun
glan,shore,noun
ffabrigo,fabricate,verb
animeiddio,animate,adjective
Maya,Maya,properNoun
atafaelu,sequester,verb
mowldio,mould,verb
dioddef,suffering,noun
milwr,soldier,noun
prifddinas,capital,noun
erbyn,by,preposition
Dinas y Fatican,Vatican City,properNoun
Estonia,Estonia,properNoun
croeshoelio,crucify,verb
udo,wail,verb
lluosnomial,multinomial,noun
hyd yn oed,even,adverb
car,car,noun
ymnythu,nestle,verb
bioleg,biology,noun
dodecagon,dodecagon,noun
taten,potato,noun
cŵl,cool,adjective
gwadnu,sole,verb
rhedwr,runner,noun
aduno,reunite,verb
ymneilltuo,withdraw,verb
coll,missing,adjective
cronnell,sphere,noun
trechu,overpower,verb
consortiwm,consortium,noun
trawsgyfeirio,cross-refer,verb
cawlio,confuse,verb
samplo,sample,verb
saib,rest,noun
prygowtha,rant,verb
difenwi,revile,verb
Archibald,Archibald,properNoun
mohonoch chi,not you,adverb
Morys,Morys,properNoun
cydateb,correspond,verb
sefydlog,stable,adjective
Àlex,Àlex,properNoun
sillafiad,spelling,noun
pennaeth,chief,noun
dalfan,placeholder,noun
prinhau,diminish,verb
amlwg,obvious,adjective
cenhedlu,beget,verb
peirianwaith,mechanism,noun
Moore,Moore,properNoun
siarad,talk,verb
cyn,before,preposition
dosbarthwr,distributor,noun
dibynadwy,reliable,adjective
gorgodiad,overdraft,noun
cyfarwyddiad,instruction,noun
taldra,tallness,noun
ymgynghorol,advisory,adjective
rhyngwyneb,interface,noun
heclo,heckle,verb
rhibinio,string,verb
annibyniaeth,independence,noun
llusa,gather bilberries,verb
meistroli,master,verb
meistroli,master,presentParticipleAdjective
o ddifrif,really,adverb
gwead,weaving,noun
practis,practice,noun
caffi,café,noun
Taylor,Taylor,properNoun
Keane,Keane,properNoun
achub ar,take advantage of,verb
Ifor,Ifor,properNoun
atebolrwydd,liability,noun
post,post,noun
plygu,fold,verb
fforddiadwy,affordable,adjective
hurtio,become confused,verb
trannoeth,the next day,adverb
ailddirwyn,rewind,verb
amrwd,raw,adjective
ysgothi,defecate,verb
Belorwsia,Belarus,properNoun
siawns,chance,noun
Llwydle,Ludlow,properNoun
cawna,gather reeds,verb
Sbri-di-ri,Sbri-di-ri,noun
cyfathrebiaeth,communication,noun
cynorthwyol,assistant,adjective
rheweiddio,refrigerate,verb
memorandwm,memorandum,noun
