nude desnudo
nationalism nacionalismo
muscle músculo
isfas isfas
orsa orsa
intracranial craneoencefálico
epigraphical epigráfico
spanish español
interferometer interferómetro
belly panza
scare amilanar
soluble soluble
our nuestro
intelligibility inteligibilidad
terrorist terrorista
gingival gingival
law ley
kneel arrodillar
quarry cantera
connoisseur conocedor
dispersion dispersión
dosage dosificación
winter invierno
delimitable delimitable
earring pendiente
stepmother madrastra
bilabial bilabial
wet mojar
present presente
desertisation desertización
leftover sobra
flying vuelo
consecration consagración
mycology micología
twin gemelo
announcement convocatoria
reflective reflectante
inconsiderate desconsiderado
weary cansado
eosinophilia eosinofilia
claim reivindicación
police policial
appreciably apreciablemente
beekeeper apicultor
language lengua
bureaucracy burocracia
scuffle trifulca
distinction distinción
whitewash tapadera
lad chico
aluminium aluminio
imaginative imaginativo
york york
plenipotence plenipotencia
amplify amplificar
seismicity sismicidad
installation instalación
exaltation exaltación
phenetics fenética
dustpan recojedor
william william
axonometric axonométrico
wilful obstinado
graphite grafito
zoophilous zoofilo
biographical biográfico
rich rico
manage desenvolver
gamopetalous gamopétalo
gentian genciana
relocatable trasladable
illogical ilógico
adulation adulación
fund financiar
sorrel acedera
conjunction conjunción
clemency clemencia
blackmailer chantajista
vegan vegano
olga olga
assimilation asimilación
stealing robo
rebuke reprensión
considerable considerable
guillem guillem
realism realismo
irish irlandés
profane profano
fotyga fotyga
diffraction difracción
pilaster pilastra
stiffen agarrotar
spectrograph espectrógrafo
authorship autoría
accompaniment acompañamiento
djokovic djokovic
sailor marinero
whitewash encalar
monoclinic monoclínico
humbly humildemente
help auxilio
cusp cúspide
photoreceiver fotorreceptor
rapid rápido
etb etb
elected elegido
guerrilla guerrilla
calculus cálculo
designation designación
majorcan mallorquín
draw sorteo
warmth calidez
anti-ballistic antibalístico
concentration concentración
phosphine fosfina
motionless inmóvil
enabling posibilitador
kiwifruit kiwi
undecided indeciso
specific concreto
obstetrician obstetra
elect electo
skinny flaco
invalid inválido
or o
pepsin pepsina
reign reinado
fungus hongo
attach sujetar
teak teca
similarity similitud
viable viable
racket raqueta
happily afortunadamente
gastroscopy gastroscopia
himself sí
macromolecule macromolécula
wisely avivadamente
lactiferous lactífero
tonne tonelada
pollination polinización
robledo robledo
solve solucionar
notarial notarial
extremist extremista
psalmody salmodia
tiltable inclinable
grandma abuelito
humanitarian humanitario
modelling modelización
nutcracker cascanueces
obsession obsesión
interlocutory interlocutorio
quark quark
seism seísmo
hoyo hoyo
driveway vado
crowley crowley
spectrographic espectrográfico
haustorium haustorio
decorative decorativo
control mando
pertinent pertinente
ac/dc ac/dc
crux quid
perspicacity perspicacia
whistle silbar
sleeplessness insomnio
counterintelligence contrainteligencia
turbine turbina
whip látigo
egypt egipto
highly altamente
seldom raramente
monarchist monárquico
balance balance
barbecue parrillada
indemnify indemnizar
ostracism ostracismo
quest búsqueda
dissatisfied descontento
karstic kárstico
gipuzkoan gipuzkoano
prepare prepararse
mandate mandato
villancico villancico
periphery periferia
shell proyectil
rua rua
chocolate chocolate
flaw defecto
commentator comentarista
unwisely imprudentemente
ammunition munición
blasphemy blasfemia
few poco
subsection inciso
consulting consultora
significance significación
tyranny tiranía
whitewash blanquear
athens atenas
average mediano
ergonomical ergonómico
dichotomous dicotómico
its suyo
greenpeace greenpeace
intermediary intermediario
few poco
frame armazón
leather piel
falconry halconería
distinctly articuladamente
navigation navegación
explosive explosivo
feudal feudal
periclinal periclinale
cooperage tonelería
orthodontics ortodoncia
juan juan
nba nba
refund reembolso
merge cohesionar
red-haired pelirrojo
categorically rotundamente
debatable discutible
fiasco fiasco
season estación
herd manada
clever listo
her suyo
prestigious reputado
virginity virginidad
wage salario
nagasaki nagasaki
coyote coyote
cumbersome pesado
developer desarrollador
finalism finalismo
medallion medallón
pestering molesto
academician académico
breathable respirable
ecuadorian ecuatoriano
teacher profesor
inhuman inhumano
sanctify santificar
impunity impunidad
torment tormento
postpone postponer
severity severidad
eliminate eliminar
stethoscope estetoscopio
interruption interrupción
attribution atribución
schedule planificar
neutrino neutrino
insurrection insurrección
gremial gremial
epilogue epílogo
tomàs tomàs
hole hoyo
doubtless indudablemente
satisfied conforme
contrast contrastar
pipeline tubería
informal informal
andalusian andalusí
perfectionist perfeccionista
acidic acídico
jawbone maxilar
tracheal traqueal
ambiguous ambiguo
eutrophic eutrófico
unemployed desempleado
enclave enclave
disarm desarmar
magdalena magdalena
municipality municipio
globe globo
ineffective ineficaz
film película
interesting interesante
caseous caseoso
stroke golpe
imminent inminente
resin resina
ocular ocular
oven horno
believer creyente
destroyer destructor
subclass subclase
seize confiscar
ooze cieno
early temprano
curiosity curiosidad
primary primario
librarian bibliotecario
isohyet isohieta
ugliness fealdad
spinal espinal
imprecation imprecación
mesophilous mesófilo
pontevedran pontevedrés
plant sembrar
available disponible
paleontological paleontológico
teflon teflón
conversation conversación
impregnate impregnar
pacifier chupete
spatula espátula
temporarily temporalmente
roof marquesina
fisterra fisterra
foreigner extranjero
rainer rainer
cornflour maicena
ludina ludina
prehistoric prehistórico
dovecot palomar
hunting cacería
idiolect idiolecto
fencing esgrima
subculture subcultura
indefinitely indefinidamente
stay quedar
silt cieno
catena catena
every cada
this este
torturing torturador
show demostración
stator estator
provocation provocación
fusion fusión
plus plus
ventilation ventilación
foothill piedemonte
tube tubo
prevail prevaler
olympics olimpiada
grievous grave
bacterium bacteria
ifor ifor
gimeno gimeno
compilation compilación
fsb fsb
o'connell o'connell
heatedly acaloradamente
mutability mutabilidad
expiation expiación
sensationalism amarillismo
seaweed alga
tabloid tabloide
algebra álgebra
enhance realzar
automatism automatismo
provision provisión
monumentally extremadamente
vicinity cercanía
tarnished empañado
succession sucesión
bean grano
threaded roscado
unobtrusive discreto
neighbouring vecino
maxillary maxilar
cephalalgia cefalalgia
size medida
rhyme rimar
split partir
advertisement anuncio
computationally computacionalmente
recognise homologar
corporally corporalmente
stock stock
cement cemento
examination inspección
isomorphism isomorfismo
unscrew desatornillar
reformulation reformulación
interpose interponer
fight pelea
press pulsar
highlight destacar
cab taxi
reconciliation reconciliación
flautist flautista
gramophone gramófono
programmable programable
atropine atropina
delation delación
conditional condicional
destructive destructivo
job faena
automation automatización
scenic escénico
adaptedly adaptadamente
oil aceite
at&t at&t
lieutenant lugarteniente
unthinkable impensable
equidistant equidistante
spread propagación
promising prometedor
computerise informatizar
leg pernera
ostrich avestruz
nicotine nicotina
cdu cdu
scan escanear
amphora ánfora
ligament ligamento
covariance covarianza
arman arman
barreiro barreiro
chromatin cromatina
lafuente lafuente
vegetable vegetal
rational racional
pancreas páncreas
formalism formalismo
symbol símbolo
olivary olivario
albuquerque alburquerque
manual manual
wilshere wilshere
analogical analógico
moiré muaré
tip propina
imprudent imprudente
hose manguera
steep empinado
gaseous gaseoso
his suyo
seoul seúl
love querer
funicular funicular
enterocyte enterocito
sailing navegación
vivisection vivisección
get conseguir
guide lazarillo
cytoplasm citoplasma
mannequin maniquí
lasartean lasartearra
liposuction liposucción
agglomerate aglomerarse
adolescent adolescente
adrenaline adrenalina
direction dirección
globetrotter trotamundos
eritrean eritreano
melt fundir
correct corregir
peraita peraita
beirut beirut
precept precepto
guanaco guanaco
dominate dominar
opportunely convenientemente
guy tipo
dissolvent disolvente
obtrusive inoportuno
satin satín
finn finlandés
maximalist maximalista
underworld submundo
elastin elastina
cheat trampa
ethnic étnico
credit abonar
inference inferencia
sling cabestrillo
audiovisual audiovisual
bast líber
clergyman eclesiástico
trailer remolque
desinential desinencial
exit salir
notice notar
attainable realizable
prime albor
keen entusiástico
dynamometer dinamómetro
ferlosio ferlosio
cacique cacique
endorsement aprobación
optimise optimizar
oddity rareza
flock bandada
vocal vocal
amman ammán
final final
glutamate glutamato
argue argumentar
senegalese senegalés
piacular expiatorio
stalker acosador
allege alegar
nepalese nepalí
celluloid celuloide
zuse zuse
logical lógico
delicatessen charcutería
messianism mesianismo
princess princesa
monster monstruo
kinematic cinemático
begging mendicidad
onomatopoeic onomatopéyico
copal copal
methanol metanol
aerial aéreo
spain españa
put meter
handmade artesano
supply suministro
dioxide dióxido
demographer demógrafo
day jornada
home casa
self-proclaimed autoproclamado
arc arc
filter filtro
stultify anquilosar
ending final
preposition preposición
quetzal quetzal
faith fe
stop detener
echo repetir
subsoil subsuelo
presidency presidencia
overcrowding masificación
bel belio
mustard mostaza
mark marcar
reallocation reasignación
printing imprenta
sue demandar
reaction reacción
gemology gemología
settlement asentamiento
brave valiente
capture captar
magazine revista
peculiar extraño
spangle lentejuela
potentially potencialmente
corkscrew sacacorchos
immortal inmortal
wife mujer
merry alegre
initialise inicializar
sinusoid sinusoide
andantino andantino
embody encarnar
knack maña
his suyo
posit postular
challenge desafiar
foreword prólogo
exploit explotar
inspection inspección
condenser condensador
gossip cotilleo
grade nota
able capaz
fence vallado
applause aplauso
desinence desinencia
immunology inmunología
lodestone magnetita
level nivelar
folio folio
tarragona tarragona
flood anegar
substitution substitución
originally originalmente
filter filtrar
gastralgia gastralgia
hematology hematología
husband marido
narcosis narcosis
enclosed cerrado
utensil utensilio
shell caparazón
terrace terraza
vice vicio
hospital hospital
lease arrendar
pride orgullo
yourselves prpers
tinkle tintinear
physiognomy fisonomía
senatorial senatorial
rosado rosado
arrive arribar
abbey abadía
deepen profundizar
trunk trompa
nerve nervio
dishwasher lavavajillas
hill colina
perseverance perseverancia
snap chasquear
attack atentar
sarcopenia sarcopenia
chameleon camaleón
greenish verdoso
elitist elitista
vehement vehemente
migration migración
blackmail chantaje
pectoral pectoral
level nivel
flowerpot maceta
euskadi euskadi
reprography reprografía
full lleno
blight infestar
grenada granada
statesman estadista
present presentar
interrogate interrogar
tenacity tenacidad
college universidad
divergence divergencia
expedition expedición
francoist franquista
tadpole renacuajo
read leer
apathetic apático
uranium uranio
deficiency deficiencia
legally legalmente
attic buhardilla
hygrometer higrómetro
competition competición
trump triunfo
break incumplir
escamilla escamilla
helically helicoidalmente
sachsenring sachsenring
wanton malicioso
impact impacto
