éplucher_verb	esclofollar_verb
muraliste_noun	muralista_noun
baluchon_noun	farcell_noun
misonéisme_noun	misoneisme_noun
reclassification_noun	reclassificació_noun
ump_noun	ump_noun
boetti_propernoun	boetti_propernoun
typtologie_noun	tiptologia_noun
regina_propernoun	regina_propernoun
aussitôt-que_subordinatingconjunction	tan-bon-punt_subordinatingconjunction
art_noun	art_noun
toupin_propernoun	toupin_propernoun
nombre-atomique_noun	nombre-atòmic_noun
matencio_propernoun	matencio_propernoun
fugacité_noun	fugacitat_noun
fedi_propernoun	fedi_propernoun
vilanova-d'alcolea_propernoun	vilanova-d'alcolea_propernoun
obsidiane_noun	obsidiana_noun
janson_propernoun	janson_propernoun
joffrin_propernoun	joffrin_propernoun
acoumétrie_noun	acumetria_noun
farreras_propernoun	farreras_propernoun
napalm_noun	napalm_noun
dsouza_propernoun	dsouza_propernoun
almería_propernoun	almeria_propernoun
ingroia_propernoun	ingroia_propernoun
philistin_propernoun	philistin_propernoun
ohmique_adjective	òhmic_adjective
illogique_adjective	il·lògic_adjective
écume_noun	escuma_noun
negrea_propernoun	negrea_propernoun
uriarte_propernoun	uriarte_propernoun
triatomique_adjective	triatòmic_adjective
martre_noun	marta_noun
ume_noun	ume_noun
fébrile_adjective	febril_adjective
candelier_propernoun	candelier_propernoun
corinthien_noun	corinti_noun
hermann_propernoun	hermann_propernoun
proclitique_adjective	proclític_adjective
césaro-papisme_noun	cesaropapisme_noun
paños_propernoun	paños_propernoun
paroxysme_noun	paroxisme_noun
magnétite_noun	magnetita_noun
polarisation_noun	polarització_noun
copernicien_adjective	copernicà_adjective
sant-jordi_propernoun	sant-jordi_propernoun
villa-lobos_propernoun	villa-lobos_propernoun
consell_propernoun	consell_propernoun
consell_noun	consell_noun
fugace_adjective	fugaç_adjective
bonavitacola_propernoun	bonavitacola_propernoun
constituant_noun	constituent_noun
moncofa_propernoun	moncofa_propernoun
sinnathurai_propernoun	sinnathurai_propernoun
miravete_propernoun	miravete_propernoun
répartir_verb	repartir_verb
espelt_propernoun	espelt_propernoun
toto_propernoun	toto_propernoun
ceila_propernoun	ceila_propernoun
latouche_propernoun	latouche_propernoun
obliger_verb	obligar_verb
cousin_noun	cosí_noun
mécanicien_noun	mecànic_noun
peco_propernoun	peco_propernoun
pourparlers_noun	conversa_noun
positiviste_adjective	positivista_adjective
jamais_adverb	mai-no_adverb
clergé_noun	clero_noun
obéir_verb	acatar_verb
montllor_propernoun	montllor_propernoun
dobrogeanu_propernoun	dobrogeanu_propernoun
marcionite_noun	marcionita_noun
pennese_propernoun	pennese_propernoun
intègre_adjective	íntegre_adjective
rayonne_noun	raió_noun
durement_adverb	durament_adverb
dérégler_verb	desregular_verb
dégrèvement_noun	desgravament_noun
duodénite_noun	duodenitis_noun
molla_propernoun	molla_propernoun
gradation_noun	gradació_noun
cadoré_propernoun	cadoré_propernoun
saponifier_verb	saponificar_verb
cufí_propernoun	cufí_propernoun
duvet_noun	borrissol_noun
boya_propernoun	boya_propernoun
barrette_propernoun	barrette_propernoun
adénogramme_noun	adenograma_noun
juanpere_propernoun	juanpere_propernoun
castrisme_noun	castrisme_noun
contrespionnage_noun	contraespionatge_noun
contrarier_verb	contrariar_verb
taliban_adjective	talibà_adjective
pórtoles_propernoun	pórtoles_propernoun
interagir_verb	interaccionar_verb
communiqué_noun	comunicat_noun
fistuleux_adjective	fistulós_adjective
anthroponymique_adjective	antroponímic_adjective
déménager_verb	traslladar_verb
inconnue_noun	incògnita_noun
sémème_noun	semema_noun
paralysie_noun	paralització_noun
sécréteur_adjective	secretor_adjective
glycérophosphate_noun	glicerofosfat_noun
bathori_propernoun	bathori_propernoun
guisado_propernoun	guisado_propernoun
speziali_propernoun	speziali_propernoun
bertagna_propernoun	bertagna_propernoun
relativiste_noun	relativista_noun
alexsandra_propernoun	alexsandra_propernoun
confirmation_noun	confirmació_noun
colonel_noun	coronel_noun
demi-million_noun	mig-milió_noun
angine_noun	angina_noun
pisiforme_adjective	pisiforme_adjective
sisto_propernoun	sisto_propernoun
baumela_propernoun	baumela_propernoun
docilité_noun	docilitat_noun
pioche_noun	picot_noun
fructose_noun	fructosa_noun
ultra-orthodoxe_adjective	ultraortodox_adjective
baqués_propernoun	baqués_propernoun
paléoécologie_noun	paleoecologia_noun
immobilisé_adjective	immobilitzat_adjective
adélie_propernoun	adélie_propernoun
bonafont_propernoun	bonafont_propernoun
recherche_noun	cerca_noun
koehler_propernoun	koehler_propernoun
débiter_verb	vendre_verb
manrique_propernoun	manrique_propernoun
irrévocabilité_noun	irrevocabilitat_noun
mytiliculteur_noun	mitilicultor_noun
chapadeau_propernoun	chapadeau_propernoun
provera_propernoun	provera_propernoun
perséphone_propernoun	persèfone_propernoun
hydrophile_adjective	hidròfil_adjective
sémaphorique_adjective	semafòric_adjective
corbalán_propernoun	corbalán_propernoun
estomper_verb	difuminar_verb
zoanthropie_noun	zoantropia_noun
soupape_noun	tovera_noun
demi_propernoun	demi_propernoun
requena_propernoun	requena_propernoun
hernandis_propernoun	hernandis_propernoun
pluviosité_noun	pluviositat_noun
patrilinéaire_adjective	patrilineal_adjective
confisquer_verb	confiscar_verb
otton_propernoun	otó_propernoun
elaine_propernoun	elaine_propernoun
margaud_propernoun	margaud_propernoun
rapidité_noun	rapidesa_noun
fina_propernoun	fina_propernoun
von-anhalt-zerbst_propernoun	von-anhalt-zerbst_propernoun
lrem_propernoun	lrem_propernoun
flemmard_adjective	gandul_adjective
bouvier_propernoun	bouvier_propernoun
paradigme_noun	paradigma_noun
imposeur_noun	impositor_noun
agaçant_adjective	empipador_adjective
attrape-tout_adjective	d'arreplega_adjective
extériorisation_noun	exteriorització_noun
contracter_verb	contreure_verb
tite-live_propernoun	tit-livi_propernoun
gaumond_propernoun	gaumond_propernoun
précipitation_noun	precipitació_noun
néocolonial_adjective	neocolonial_adjective
maharashtra_propernoun	maharashtra_propernoun
davico_propernoun	davico_propernoun
crédence_noun	credença_noun
clarification_noun	clarificació_noun
maghrébin_adjective	magrebí_adjective
lladró_propernoun	lladró_propernoun
faire-mes-courses_verb	anar-de-compres_verb
cardiologique_adjective	cardiològic_adjective
microscopie_noun	microscòpia_noun
retarder_verb	demorar_verb
souffrir_verb	patir_verb
hémosidérine_noun	hemosiderina_noun
gonthier_propernoun	gonthier_propernoun
missionnaire_noun	missioner_noun
discriminé_adjective	discriminat_adjective
notable_adjective	notable_adjective
lavabo_noun	lavabo_noun
avérer_verb	resultar_verb
recombinant_adjective	recombinant_adjective
famille_noun	nissaga_noun
mascort_propernoun	mascort_propernoun
maria-josep_propernoun	maria-josep_propernoun
programmatiquement_adverb	programàticament_adverb
sant-hilari-sacalm_propernoun	sant-hilari-sacalm_propernoun
basilical_adjective	basilical_adjective
en-juin_adverb	al-juny_adverb
styliste_noun	estilista_noun
glycine_noun	glicina_noun
à-la-mi-août_adverb	a-mitjans-de-agost_adverb
antigénique_adjective	antigènic_adjective
barrionuevo_propernoun	barrionuevo_propernoun
ibern_propernoun	ibern_propernoun
duffy_propernoun	duffy_propernoun
approuvable_adjective	aprovable_adjective
himalaya_propernoun	himàlaia_propernoun
urbano_propernoun	urbano_propernoun
réutilisable_adjective	reutilitzable_adjective
maymó_propernoun	maymó_propernoun
compréhensif_adjective	comprensiu_adjective
onéreusement_adverb	onerosament_adverb
yemina_propernoun	yemina_propernoun
wessex_propernoun	wessex_propernoun
bérégovoy_propernoun	bérégovoy_propernoun
urbana_propernoun	urbana_propernoun
sylviane_propernoun	sylviane_propernoun
bretagne_propernoun	bretanya_propernoun
reims_propernoun	reims_propernoun
voldemor_propernoun	voldemor_propernoun
dallage_noun	paviment_noun
rail_propernoun	rail_propernoun
moragues-i-mas_propernoun	moragues-i-mas_propernoun
insecticide_noun	insecticida_noun
aqueux_adjective	aquós_adjective
au-moins_adverb	al-manco_adverb
janae_propernoun	janae_propernoun
collocation_noun	col·locació_noun
ruban_noun	cinta_noun
singapour_propernoun	singapur_propernoun
néolithique_noun	neolític_noun
autorité_noun	autoritat_noun
providentiellement_adverb	providencialment_adverb
présomptueux_adjective	presumptuós_adjective
euskadi_propernoun	euskadi_propernoun
emploi_noun	feina_noun
pointe_noun	punta_noun
nara_propernoun	nara_propernoun
american-express_propernoun	american-express_propernoun
autour_noun	voltant_noun
lusi_propernoun	lusi_propernoun
serratosa_propernoun	serratosa_propernoun
dendritique_adjective	dendrític_adjective
safae_propernoun	safae_propernoun
catanoso_propernoun	catanoso_propernoun
spécialiser_verb	especialitzar_verb
harrisson_propernoun	harrisson_propernoun
ahurissant_adjective	esverador_adjective
cardó_propernoun	cardó_propernoun
marc-légal_noun	marc-legal_noun
clause_noun	clàusula_noun
niveleur_adjective	anivellador_adjective
déplacer_verb	desplaçar_verb
liberatore_propernoun	liberatore_propernoun
brésilien_adjective	brasiler_adjective
ligue_noun	lliga_noun
nouvelle-aquitaine_propernoun	nova-aquitània_propernoun
dugré_propernoun	dugré_propernoun
élastique_noun	elàstic_noun
torreguitart_propernoun	torreguitart_propernoun
kafka_propernoun	kafka_propernoun
xavi_propernoun	xavi_propernoun
pythique_adjective	pític_adjective
asclépiade_noun	asclepiadeu_noun
panélope_propernoun	panélope_propernoun
laure_propernoun	laure_propernoun
incompétence_noun	incompetència_noun
heredero_propernoun	heredero_propernoun
solinas_propernoun	solinas_propernoun
heisenberg_propernoun	heisenberg_propernoun
gargantua_propernoun	gargantua_propernoun
inexplosible_adjective	inexplosible_adjective
ultrason_noun	ultrasò_noun
pastoral_adjective	pastoral_adjective
marinier_adjective	mariner_adjective
cacher_verb	amagar_verb
solimões_propernoun	solimões_propernoun
êtres_noun	ésser_noun
au-devant_adverb	a-davant_adverb
musulman_adjective	musulmà_adjective
casaubon_propernoun	casaubon_propernoun
quart-de-poblet_propernoun	quart-de-poblet_propernoun
devinette_noun	endevinalla_noun
damours_propernoun	damours_propernoun
ardica_propernoun	ardica_propernoun
passantino_propernoun	passantino_propernoun
chennai_propernoun	chennai_propernoun
islamiste_noun	islamista_noun
glaucome_noun	glaucoma_noun
sant-just-desvern_propernoun	sant-just-desvern_propernoun
valoir_verb	valer_verb
susel_propernoun	susel_propernoun
genovés_propernoun	genovés_propernoun
ostinelli_propernoun	ostinelli_propernoun
au-cours-de_preposition	en-el-transcurs-de_preposition
éthylation_noun	etilació_noun
respectabilité_noun	respectabilitat_noun
série_noun	serial_noun
précepteur_noun	preceptor_noun
dominguez_propernoun	dominguez_propernoun
en-bus_adverb	en-autobús_adverb
britton_propernoun	britton_propernoun
passable_adjective	passable_adjective
strong_propernoun	strong_propernoun
passivement_adverb	passivament_adverb
diamantin_adjective	adamantí_adjective
cabo_propernoun	cabo_propernoun
malthusianisme_noun	maltusianisme_noun
biogéographie_noun	biogeografia_noun
asiatique_noun	asiàtic_noun
prolétarisation_noun	proletarització_noun
spiritualiste_noun	espiritualista_noun
sybarite_noun	sibarita_noun
ceroni_propernoun	ceroni_propernoun
demi-droite_noun	semirecta_noun
blum_propernoun	blum_propernoun
commenter_verb	comentar_verb
capricieux_adjective	capritxós_adjective
wolfe_propernoun	wolfe_propernoun
éradiquer_verb	erradicar_verb
allusif_adjective	al·lusiu_adjective
samia_propernoun	samia_propernoun
animateur_noun	animador_noun
isolément_adverb	aïlladament_adverb
delasablonnière_propernoun	delasablonnière_propernoun
avezzù_propernoun	avezzù_propernoun
doñate_propernoun	doñate_propernoun
philippin_noun	filipí_noun
bilingue_noun	bilingüe_noun
photique_adjective	fòtic_adjective
follement_adverb	bojament_adverb
pyrétothérapie_noun	piretoteràpia_noun
alsthom_propernoun	alsthom_propernoun
glacial_adjective	glacial_adjective
hétérosexuel_adjective	heterosexual_adjective
charity_propernoun	charity_propernoun
parution_noun	aparició_noun
sous-ordre_noun	subordre_noun
microcontrôleur_noun	microcontrolador_noun
guerini_propernoun	guerini_propernoun
vingt-et-unième_adjective	vint-i-unè_adjective
obduction_noun	obducció_noun
brâncuși_propernoun	brâncuși_propernoun
selvarajah_propernoun	selvarajah_propernoun
estée_propernoun	estée_propernoun
punaise_noun	xinxa_noun
cheminer_verb	caminar_verb
texturation_noun	texturació_noun
clavecin_noun	clavicèmbal_noun
lobbyiste_noun	lobbista_noun
atodiresei_propernoun	atodiresei_propernoun
nadeau_propernoun	nadeau_propernoun
trompeur_adjective	enganyós_adjective
kgb_noun	kgb_noun
norberta_propernoun	norberta_propernoun
clinique_noun	clínica_noun
euthanasie_noun	eutanàsia_noun
testamentaire_adjective	testamentari_adjective
lactique_adjective	làctic_adjective
diatomique_adjective	diatòmic_adjective
ahmadi_propernoun	ahmadi_propernoun
réimplantation_noun	reimplantació_noun
montasell_propernoun	montasell_propernoun
nguema_propernoun	nguema_propernoun
ballade_noun	balada_noun
spallation_noun	espal·lació_noun
subjacent_adjective	subjacent_adjective
dispensaire_noun	dispensari_noun
calligraphique_adjective	cal·ligràfic_adjective
punaise_noun	xinxeta_noun
canari_noun	canari_noun
finlandais_adjective	finlandès_adjective
gallo-romain_adjective	gal·loromà_adjective
polymorphe_adjective	polimorf_adjective
aérologie_noun	aerologia_noun
conjugalement_adverb	conjugalment_adverb
phenix_propernoun	phenix_propernoun
prédicat_noun	predicat_noun
immigrant_noun	immigrant_noun
réinvestissement_noun	reinversió_noun
lataille_propernoun	lataille_propernoun
microporeux_adjective	microporós_adjective
paléozoïque_noun	paleozoic_noun
cannelonga_propernoun	cannelonga_propernoun
gaya_propernoun	gaya_propernoun
alenyani_propernoun	alenyani_propernoun
vite_adverb	ràpidament_adverb
photomicrographie_noun	fotomicrografia_noun
abandonner_verb	abandonar_verb
searle_propernoun	searle_propernoun
pintea_propernoun	pintea_propernoun
roulette_noun	ruleta_noun
limoger_verb	destituir_verb
geneviève_propernoun	geneviève_propernoun
maghreb_propernoun	magreb_propernoun
propagandiste_adjective	propagandista_adjective
merkel_propernoun	merkel_propernoun
ampère_noun	ampere_noun
santisteban_propernoun	santisteban_propernoun
xifra_propernoun	xifra_propernoun
redirection_noun	redirecció_noun
gagarine_propernoun	gagarin_propernoun
zedillo_propernoun	zedillo_propernoun
biondini_propernoun	biondini_propernoun
disputer_verb	impugnar_verb
choc_noun	xoc_noun
tunisois_adjective	tunisenc_adjective
long_noun	longitud_noun
olivares_propernoun	olivares_propernoun
funèbre_adjective	fúnebre_adjective
putain_noun	meuca_noun
magnani_propernoun	magnani_propernoun
văduva_propernoun	văduva_propernoun
di-martino_propernoun	di-martino_propernoun
ancre_noun	àncora_noun
sanscartier_propernoun	sanscartier_propernoun
dénervation_noun	denervació_noun
vagabond_noun	vagabund_noun
casati_propernoun	casati_propernoun
angeli_propernoun	angeli_propernoun
joubert_propernoun	joubert_propernoun
passible_adjective	passible_adjective
catégorème_noun	categorema_noun
interconnecter_verb	interconnectar_verb
casser-la-gueule_verb	trencar-els-morros_verb
bobbitt_propernoun	bobbitt_propernoun
repousser_verb	ajornar_verb
impacter_verb	impactar_verb
ambassadeur_noun	ambaixador_noun
cerro_propernoun	cerro_propernoun
rabino_propernoun	rabino_propernoun
âgé_adjective	ancià_adjective
traitement_noun	tractament_noun
sulfhydrique_adjective	sulfhídric_adjective
présentiel_adjective	presencial_adjective
todd_propernoun	todd_propernoun
àvila_propernoun	àvila_propernoun
focaliser_verb	enfocar_verb
volant_adjective	volant_adjective
barxeta_propernoun	barxeta_propernoun
vase-à-fleurs_noun	gerro_noun
dactylographique_adjective	dactilogràfic_adjective
maciá_propernoun	maciá_propernoun
monotonement_adverb	monòtonament_adverb
logographe_noun	logògraf_noun
désinstallation_noun	desinstal·lació_noun
eira_propernoun	eira_propernoun
difformité_noun	deformitat_noun
sacristán_propernoun	sacristán_propernoun
olaizola_propernoun	olaizola_propernoun
younes_propernoun	younes_propernoun
derrière_preposition	rere_preposition
judas_propernoun	judes_propernoun
décor_noun	decoració_noun
neuropsychiatrique_adjective	neuropsiquiàtric_adjective
robles_propernoun	robles_propernoun
viktoria_propernoun	viktoria_propernoun
rendre_verb	fer-cap-a_verb
temporiser_verb	temporitzar_verb
poole_propernoun	poole_propernoun
appareil_noun	aparell_noun
adrian_propernoun	adrian_propernoun
cordobés_propernoun	cordobés_propernoun
rabab_propernoun	rabab_propernoun
quatre-vingt-dix_numeral	noranta_numeral
architectural_adjective	arquitectònic_adjective
aberdeen_propernoun	aberdeen_propernoun
censitaire_adjective	censatari_adjective
soixante-dix-huit_numeral	setanta-vuit_numeral
