proprietário_noun	propietario_noun
talho_noun	carnicería_noun
nomeação_noun	nombramiento_noun
incansavelmente_adverb	incansablemente_adverb
praticar_verb	practicar_verb
com-o-pé-na-cova_adverb	con-un-pie-en-el-hoyo_adverb
tuti_propernoun	tuti_propernoun
ter-ainda-de_verb	tener-además-que_verb
quantificavelmente_adverb	quantificablemente_adverb
composição_noun	composición_noun
envolvente_adjective	envolvente_adjective
basicamente_adverb	básicamente_adverb
assíncrono_adjective	asíncrono_adjective
devidamente_adverb	debidamente_adverb
conhecer_verb	conocer_verb
ânimo_noun	ánimo_noun
aviação_noun	aviación_noun
valoração_noun	valoración_noun
ilce_propernoun	ilce_propernoun
planicidade_noun	planicidad_noun
ferver_verb	hervir_verb
choça_noun	choza_noun
patamar_noun	nivel_noun
paginação_noun	paginación_noun
equação_noun	ecuación_noun
nomear_verb	nombrar_verb
apoio_noun	apoyo_noun
erva_noun	hierba_noun
ligação_noun	conexión_noun
anabela_propernoun	anabela_propernoun
previsível_adjective	previsible_adjective
álcool_noun	alcohol_noun
interativo_adjective	interactivo_adjective
oriente-médio_propernoun	oriente-medio_propernoun
ladrão_noun	atracador_noun
compra-e-venda_noun	compraventa_noun
péssimo_adjective	pésimo_adjective
afetivamente_adverb	afectivamente_adverb
fresagem_noun	fresado_noun
auxílio_noun	auxilio_noun
ordino_propernoun	ordino_propernoun
menor_adjective	más-pequeño_adjective
tortamente_adverb	torcidamente_adverb
proteccionista_adjective	proteccionista_adjective
intranet_noun	intranet_noun
retrocesso_noun	retroceso_noun
civilizar_verb	civilizar_verb
neutralização_noun	neutralización_noun
berlanga_propernoun	berlanga_propernoun
cultuar_verb	adorar_verb
os-prós-e-os-contras_subordinatingconjunction	los-pros-y-los-contras_subordinatingconjunction
anjo_noun	ángel_noun
periodicamente_adverb	periódicamente_adverb
criptografado_adjective	cifrado_adjective
canhotamente_adverb	zurdamente_adverb
vendedor_noun	vendedor_noun
grampo_noun	grapa_noun
reconhecer_verb	reconocer_verb
polónia_propernoun	polonia_propernoun
tornozelo_noun	tobillo_noun
reutilizar_verb	reutilizar_verb
jovenzinho_noun	jovencito_noun
troca_noun	recambio_noun
escravatura_noun	esclavitud_noun
desdenhar_verb	desdeñar_verb
comum_adjective	común_adjective
aspereza_noun	aspereza_noun
agrotecnicamente_adverb	agrotécnicamente_adverb
audi_propernoun	audi_propernoun
colinear_adjective	colineal_adjective
propor_verb	proponer_verb
bucha_noun	cojinete_noun
semitubular_adjective	semitubular_adjective
hipocrisia_noun	hipocresía_noun
protozoário_noun	protozoario_noun
cnbc_propernoun	cnbc_propernoun
lombo_noun	lomo_noun
subestilo_noun	subestilo_noun
numérico_adjective	numérico_adjective
afiliação_noun	afiliación_noun
curiosidade_noun	curiosidad_noun
yuki_propernoun	yuki_propernoun
retaguarda_noun	retaguardia_noun
cravar_verb	clavar_verb
fratura_noun	fractura_noun
protecionismo_noun	proteccionismo_noun
revanche_noun	revancha_noun
hispanicamente_adverb	hispánicamente_adverb
renumeração_noun	renumeración_noun
morte_noun	defunción_noun
requerer_verb	requerir_verb
ingênuo_adjective	ingenuo_adjective
jerónimo_propernoun	jerónimo_propernoun
refinaria_noun	refinería_noun
legislação_noun	legislación_noun
validamente_adverb	válidamente_adverb
rir_verb	reír_verb
debilidade_noun	debilidad_noun
dominicano_adjective	dominicano_adjective
enjôo_noun	náusea_noun
triplo_noun	triple_noun
distinto_adjective	distinguido_adjective
indulgência_noun	indulgencia_noun
focalização_noun	focalización_noun
cozinhar_verb	cocinar_verb
circunferência_noun	circunferencia_noun
perdedor_adjective	perdedor_adjective
busca_noun	búsqueda_noun
classe_noun	pupitre_noun
prazenteiramente_adverb	placenteramente_adverb
injetor_noun	inyector_noun
banco-urquijo_propernoun	banco-urquijo_propernoun
tevê_noun	televisión_noun
discriminação_noun	discriminación_noun
centroide_noun	centroide_noun
gravavelmente_adverb	gravablemente_adverb
fantasticamente_adverb	fantásticamente_adverb
tcheco_adjective	checo_adjective
assinatura_noun	subscripción_noun
classificação_noun	ordenación_noun
documentação_noun	papeleo_noun
tio_noun	tío_noun
jogo_noun	juego_noun
wireless_propernoun	wireless_propernoun
radcliffe_propernoun	radcliffe_propernoun
ónibus_noun	autobús_noun
valer-a-pena_verb	merecer-la-pena_verb
fertilizante_noun	fertilizante_noun
combater_verb	combatir_verb
cabo_noun	cable_noun
inexistente_adjective	inexistente_adjective
matéria_noun	asignatura_noun
orifício_noun	orificio_noun
sorteio_noun	sorteo_noun
estrear_verb	estrenar_verb
evolução_noun	evolución_noun
posse_noun	posesión_noun
promoção_noun	promoción_noun
sem_preposition	sin_preposition
aniquilar_verb	aniquilar_verb
espinoza_propernoun	espinoza_propernoun
dispensavelmente_adverb	dispensablemente_adverb
excesso_noun	exceso_noun
aliás_subordinatingconjunction	de-hecho_subordinatingconjunction
processual_adjective	procesal_adjective
sofrimento_noun	sufrimiento_noun
fiscalização_noun	fiscalización_noun
a-maioria-das-pessoas_subordinatingconjunction	el-común-de-la-gente_subordinatingconjunction
desinstalar_verb	desinstalar_verb
venezuelano_adjective	venezolano_adjective
costas_propernoun	costas_propernoun
computador_noun	computadora_noun
mobiliário_noun	mobiliario_noun
carregar_verb	cargar_verb
resgate_noun	rescate_noun
terço_noun	tercio_noun
cascais_propernoun	cascais_propernoun
louren_propernoun	louren_propernoun
toroide_adjective	toroide_adjective
maldade_noun	maldad_noun
slb_propernoun	slb_propernoun
ponte_noun	puente_noun
dignidade_noun	dignidad_noun
reluzente_adjective	reluciente_adjective
sina_noun	sino_noun
sentimento_noun	sentimiento_noun
localização_noun	ubicación_noun
psiquicamente_adverb	psíquicamente_adverb
proposta_noun	planteamiento_noun
efs_propernoun	efs_propernoun
instantaneamente_adverb	instantáneamente_adverb
diretório_noun	directorio_noun
mexer_verb	menear_verb
afetar_verb	afectar_verb
enfraquecimento_noun	atenuación_noun
aabef_propernoun	aabef_propernoun
fisicamente_adverb	físicamente_adverb
utilizador_noun	utilizador_noun
subdirector_noun	subdirector_noun
casa-de-banho_noun	cuarto-de-baño_noun
ciumento_adjective	celoso_adjective
ponto-base_noun	punto-base_noun
detroit_propernoun	detroit_propernoun
ibex_propernoun	ibex_propernoun
sintra_propernoun	sintra_propernoun
pluralidade_noun	pluralidad_noun
render_verb	rendir_verb
desemprego_noun	paro_noun
deus-ajuda-a-quem-cedo-madruga_adverb	a-quien-madruga-dios-le-ayuda_adverb
chefe_noun	jefe_noun
toxicômano_noun	toxicómano_noun
fundação_noun	fundación_noun
combustível_noun	carburante_noun
internauta_noun	internauta_noun
catroga_propernoun	catroga_propernoun
profecia_noun	profecía_noun
benedet_propernoun	benedet_propernoun
expedição_noun	expedición_noun
publicamente_adverb	públicamente_adverb
compal_propernoun	compal_propernoun
esquizofrênico_adjective	esquizofrénico_adjective
barulho_noun	confusión_noun
deontológico_adjective	deontológico_adjective
trâmite_noun	trámite_noun
juro_noun	interés_noun
intrinsecamente_adverb	intrínsecamente_adverb
impartição_noun	impartición_noun
igreja_noun	iglesia_noun
vossa-senhoria_interjection	vuestra-señoría_interjection
ppm_noun	ppm_noun
tardio_adjective	tardío_adjective
quotidiano_adjective	cotidiano_adjective
recarregar_verb	recargar_verb
traduzir_verb	traducir_verb
violador_adjective	violador_adjective
fibra_noun	fibra_noun
alvo_noun	diana_noun
indiferença_noun	indiferencia_noun
selvagem_adjective	salvaje_adjective
preservativo_noun	preservativo_noun
frente_noun	frente_noun
turisticamente_adverb	turísticamente_adverb
nitrogênio_noun	nitrógeno_noun
abraço_noun	abrazo_noun
alzina_propernoun	alzina_propernoun
mostra_noun	muestra_noun
hera_noun	hiedra_noun
nominal_adjective	nominal_adjective
submenu_noun	submenú_noun
bpp_propernoun	bpp_propernoun
invariável_adjective	invariable_adjective
furar_verb	agujerear_verb
portanto_subordinatingconjunction	por-ende_subordinatingconjunction
desporto_noun	deporte_noun
eslovaco_adjective	eslovaco_adjective
mundialização_noun	mundialización_noun
umd_propernoun	umd_propernoun
aranha_noun	araña_noun
carteira-de-habilitação_noun	permiso-de-conducir_noun
aterrar_verb	aterrizar_verb
prostituição_noun	prostitución_noun
o-vosso_determiner	vuestro_determiner
emergir_verb	emerger_verb
mecanizado_adjective	mecanizado_adjective
curral_noun	corral_noun
parasito_noun	parásito_noun
forçado_adjective	forzado_adjective
tênue_adjective	tenue_adjective
murchar_verb	marchitar_verb
tea_propernoun	tea_propernoun
tematicamente_adverb	temáticamente_adverb
questionável_adverb	cuestionable_adverb
chave_noun	clave_noun
compromisso_noun	compromiso_noun
milho_noun	maíz_noun
ativo_adjective	interactivo_adjective
subtração_noun	subtracción_noun
correio_noun	correo_noun
grêmio_noun	gremio_noun
preto_adjective	negro_adjective
sobrepor_verb	superponer_verb
balanço_noun	balance_noun
tertúlia_noun	tertúlia_noun
endereço_noun	dirección_noun
comovedoramente_adverb	conmovedoramente_adverb
por-bem_adverb	por-las-buenas_adverb
participação_noun	participación_noun
watson_propernoun	watson_propernoun
eixo_noun	eje_noun
demorar_verb	tardar_verb
perfeito_adjective	perfecto_adjective
noz_noun	nuez_noun
bósnia_propernoun	bosnia_propernoun
sondagem_noun	sondeo_noun
cataluña_propernoun	catalunya_propernoun
docente_noun	docente_noun
questão_noun	cuestión_noun
tropeçar_verb	tropezar_verb
o_pronoun	el_pronoun
o_determiner	el_determiner
ónibus_noun	ómnibus_noun
columbia_propernoun	columbia_propernoun
separar_verb	descoser_verb
ejidatario_noun	ejidatario_noun
finalidade_noun	finalidad_noun
inverificavelmente_adverb	inverificablemente_adverb
moldar_verb	moldear_verb
penso_noun	pienso_noun
universalidade_noun	universalidad_noun
porco_noun	cerdo_noun
macio_adjective	blando_adjective
centralizado_adjective	centralizado_adjective
cego_adjective	ciego_adjective
restrição_noun	cortapisa_noun
reflexivo_adjective	reflexivo_adjective
jogar_verb	jugar_verb
refinamento_noun	afinamiento_noun
abordagem_noun	abordaje_noun
mergulhar_verb	bucear_verb
segundo_preposition	según_preposition
sarcasticamente_adverb	sarcásticamente_adverb
lutar_verb	luchar_verb
jigsaw_propernoun	jigsaw_propernoun
sucessoramente_adverb	sucesoramente_adverb
criador_noun	creador_noun
alheiamente_adverb	ajenamente_adverb
transatlântico_adjective	transatlántico_adjective
nós_pronoun	nosotros_pronoun
escavação_noun	excavación_noun
contração_noun	contracción_noun
chicote_noun	telar_noun
equatorial_adjective	ecuatorial_adjective
piscar_verb	parpadear_verb
unanimidade_noun	unanimidad_noun
xsl_propernoun	xsl_propernoun
heureca_interjection	eureka_interjection
sudoeste_noun	suroeste_noun
frasco_noun	frasco_noun
qualidade_noun	calidad_noun
realçar_verb	realzar_verb
grint_propernoun	grint_propernoun
durán_propernoun	durán_propernoun
maconha_noun	marihuana_noun
janeiro_noun	enero_noun
pagamento_noun	pago_noun
identificação_noun	identificación_noun
lutador_noun	luchador_noun
nutricional_adjective	nutricional_adjective
seccionar_verb	seccionar_verb
índia_propernoun	india_propernoun
imperativo_adjective	imperativo_adjective
reflexo_noun	reflejo_noun
condutor_noun	chófer_noun
turbulência_noun	turbulencia_noun
revelação_noun	revelación_noun
fumante_adjective	fumador_adjective
júri_noun	jurado_noun
praça_noun	plaza_noun
atingir_verb	alcanzar_verb
promotoria_noun	fiscalía_noun
enquanto_subordinatingconjunction	en-tanto-que_subordinatingconjunction
adriaanse_propernoun	adriaanse_propernoun
caneca_noun	taza_noun
cotovelo_noun	codo_noun
colecionavelmente_adverb	coleccionablemente_adverb
tim-tim-por-tim-tim_adverb	con-pelos-y-señales_adverb
perplexamente_adverb	perplejamente_adverb
reversibilidade_noun	reversibilidad_noun
riberaygua_propernoun	riberaygua_propernoun
longoria_propernoun	longoria_propernoun
aquecimento-central_noun	calefacción-central_noun
contatar_verb	contactar_verb
compatibilidade_noun	compatibilidad_noun
freqüentar_verb	frecuentar_verb
arnés_noun	arnés_noun
esfregar_verb	frotar_verb
licitamente_adverb	lícitamente_adverb
correlação_noun	correlación_noun
teimosamente_adverb	tercamente_adverb
cúbico_adjective	cúbico_adjective
a-seu-devido-tempo_adverb	a-su-hora_adverb
peri_propernoun	peri_propernoun
legalidade_noun	legalidad_noun
arquipélago_noun	archipélago_noun
insegurança_noun	inseguridad_noun
faturamento_noun	facturación_noun
boixareu_propernoun	boixareu_propernoun
transbordar_verb	rebosar_verb
florestalmente_adverb	forestalmente_adverb
impossibilidade_noun	imposibilidad_noun
tridimensional_adjective	tridimensional_adjective
multidiciplinar_adjective	multidisciplinar_adjective
flange_noun	brida_noun
time_noun	equipo_noun
ofertante_noun	oferente_noun
acanhado_adjective	tímido_adjective
coração_noun	corazón_noun
lagoa_noun	laguna_noun
globalização_noun	globalización_noun
utopia_noun	utopía_noun
apropriar_verb	apropiar_verb
por-certo_adverb	por-descontado_adverb
arbitrário_adjective	arbitrario_adjective
leitão_propernoun	leitão_propernoun
cáritas_propernoun	cáritas_propernoun
aditivo_adjective	aditivo_adjective
retomada_noun	renudación_noun
sincronização_noun	sincronización_noun
vingativo_adjective	vengativo_adjective
servo_noun	siervo_noun
maiorca_propernoun	maiorca_propernoun
pertencente_adjective	perteneciente_adjective
fim_noun	fin_noun
comigo_pronoun	conmigo_pronoun
brl_propernoun	brl_propernoun
aprontar_verb	hacer_verb
bibliográfico_adjective	bibliográfico_adjective
marshall_propernoun	marshall_propernoun
escuridão_noun	oscuridad_noun
desenhista_noun	dibujante_noun
monteiro_propernoun	monteiro_propernoun
cômoda_noun	cómoda_noun
quinhentos_numeral	quinientos_numeral
negociavelmente_adverb	negociablemente_adverb
qual_adverb	cual_adverb
qual_pronoun	cual_pronoun
qual_interrogativepronoun	cual_interrogativepronoun
qual_adverb	cual_adverb
qual_adverb	cual_adverb
qual_relativepronoun	cual_relativepronoun
qual_interrogativepronoun	cual_interrogativepronoun
qual_relativepronoun	cual_relativepronoun
alumínio_noun	aluminio_noun
passeata_noun	marcha_noun
animação_noun	animación_noun
empoderamento_noun	empoderamiento_noun
automobilisticamente_adverb	automovilísticamente_adverb
rebatizar_verb	rebautizar_verb
mútuo_adjective	mutuo_adjective
embaixo-de_preposition	debajo-de_preposition
plutónio_noun	plutonio_noun
decorrente_adjective	decurrente_adjective
patogênico_adjective	patógeno_adjective
blanka_propernoun	blanka_propernoun
bcp_noun	bcp_noun
esquisito_adjective	extraño_adjective
perceptivelmente_adverb	perceptiblemente_adverb
achar_verb	hallar_verb
coagulado_adjective	coagulado_adjective
largura_noun	anchura_noun
intermitente_adjective	intermitente_adjective
relevo_noun	relieve_noun
russo_adjective	ruso_adjective
atravessar_verb	atravesar_verb
c_noun	c_noun
excitar_verb	excitar_verb
ozónio_noun	ozono_noun
volcat_propernoun	volcat_propernoun
pressa_noun	prisa_noun
transmissor_adjective	transmisor_adjective
monitoramento_noun	monitorización_noun
distracção_noun	distracción_noun
encaixar_verb	encajar_verb
mail_noun	mail_noun
cedinho_adverb	tempranito_adverb
vindouramente_adverb	venideramente_adverb
posicionamento_noun	posicionamiento_noun
parceria_noun	asociación_noun
cadeira_noun	escaño_noun
oleoduto_noun	oleoducto_noun
interconexão_noun	interconexión_noun
inclusive_adverb	incluso_adverb
costurar_verb	coser_verb
sul_noun	sur_noun
herméticamente_adverb	a-cal-y-canto_adverb
policia-civil_noun	guardia-civil_noun
punho_noun	puño_noun
nenhum_pronoun	ninguno_pronoun
emma_propernoun	emma_propernoun
brando_adjective	blando_adjective
verme_noun	gusano_noun
disposição_noun	disposición_noun
floculação_noun	floculación_noun
tóquio_propernoun	tokyo_propernoun
tanto-mais-quanto_subordinatingconjunction	tanto-más-cuanto_subordinatingconjunction
êxtase_noun	éxtasis_noun
sobrelinhado_adjective	sobrerrayado_adjective
início_noun	inicialización_noun
prada_propernoun	prada_propernoun
barbastre_propernoun	barbastre_propernoun
quando_adverb	cuando_adverb
quando_interrogativepronoun	cuando_interrogativepronoun
quando_adverb	cuando_adverb
quando_relativepronoun	cuando_relativepronoun
quando_adverb	cuando_adverb
quando_relativepronoun	cuando_relativepronoun
quando_interrogativepronoun	cuando_interrogativepronoun
quando_relativepronoun	cuando_relativepronoun
quando_interrogativepronoun	cuando_interrogativepronoun
ficar_verb	quedarse_verb
biberão_noun	biberón_noun
livraria_noun	librería_noun
distração_noun	distracción_noun
expiração_noun	expiración_noun
surgimento_noun	surgimiento_noun
portuário_adjective	portuario_adjective
consequentemente_adverb	consecuentemente_adverb
encarcerar_verb	encarcelar_verb
assento_noun	asiento_noun
já-que_subordinatingconjunction	por-cuanto-que_subordinatingconjunction
treinador_noun	entrenador_noun
discapacidade_noun	discapacidad_noun
implicação_noun	implicancia_noun
