word	trans	pos
changeable	variable	adjective
indomitable	radiogénique	adjective
ski	de réputation	adjective
peaty	tourbeux	adjective
contemplative	contemplatif	adjective
uninhibited	débridé	adjective
Dravidian	multiculturaliste	adjective
supercilious	méprisant	adjective
irrationalist	expéditeur	adjective
crumbly	diffus	adjective
fellow	ami	adjective
Galilean	galiléen	adjective
dark	ténébreux	adjective
categorical	sans équivoque	adjective
tiresome	ennuyant	adjective
tan	muscinal	adjective
bound	en sûreté	adjective
exigible	exigible	adjective
palatographic	superplastique	adjective
ok	bien	adjective
gritty	osé	adjective
ethnocentric	chauvin	adjective
justified	ayant raison	adjective
deleterious	nocif	adjective
Archimedean	archimédien	adjective
rhomboidal	con brio	adjective
menial	humble	adjective
pilot	pilote	adjective
worth	de valeur	adjective
biological	biologique	adjective
otherworldly	mystique	adjective
dim	obscur	adjective
equidistant	équidistant	adjective
unsold	centrafricain	adjective
not-for-profit	nîmois	adjective
blank	vide	adjective
East Asian	plantaire	adjective
devious	malin	adjective
pliant	flexible	adjective
Hindu	hindou	adjective
abysmal	très mauvais	adjective
graduate	qualifié	adjective
distinguished	de bonne réputation	adjective
iced	glaciaire	adjective
polyhedral	polyédrique	adjective
jazzy	reapprovisionné	adjective
elevated	bombé	adjective
refined	réfiné	adjective
rash	imprudent	adjective
pending	pendant	adjective
disconnected	samoyède	adjective
superstitious	supersticieux	adjective
part-time	de bidasoa	adjective
encyclopaedic	encyclopédique	adjective
supple	flexible	adjective
derogatory	dérogatoire	adjective
Herzegovinan	scrotal	adjective
aprotic	aprotique	adjective
short-haired	pédologique	adjective
so-called	dunaire	adjective
zodiacal	zodiacal	adjective
incorrect	incorrect	adjective
Bosnian	bosnien	adjective
tendentious	didactique	adjective
inhospitable	hostile	adjective
four-legged	uniloculaire	adjective
transferable	négociable	adjective
inauspicious	malchanceux	adjective
lay	lai	adjective
affable	affable	adjective
traded	osmique	adjective
spotty	colloïde	adjective
northeasterly	nord-oriental	adjective
pestering	dérangeant	adjective
ostensible	censé	adjective
moderated	modéré	adjective
unrestrained	débridé	adjective
Japanese-language	paralique	adjective
eerie	bizarre	adjective
unappealing	centrafricain	adjective
alternate	incrémental	adjective
untested	djiboutien	adjective
jittery	préoccupé	adjective
fucking awesome	super	adjective
tall	élevé	adjective
laden	pleine	adjective
superfluid	altératif	adjective
sloping	biais	adjective
hourlong	bicarbonaté	adjective
foremost	premier	adjective
stubby	ennéagonal	adjective
unblinking	inébranlable	adjective
indecipherable	conciliaire	adjective
Normand	normand	adjective
guttural	embryogénique	adjective
solo	gréseux	adjective
enviable	enviable	adjective
hurried	rapide	adjective
immigrant	immigrant	adjective
overt	ouvert	adjective
Singaporean	itérable	adjective
ravenous	famélique	adjective
hermetical	hermétique	adjective
watertight	hermétique	adjective
low-end	abordable	adjective
fallible	inducteur	adjective
inconsequential	lipophile	adjective
stereotyped	stéréotypé	adjective
halomorphic	consultant	adjective
alimentary	alimentaire	adjective
self-imposed	ufologique	adjective
lead	directeur	adjective
upward	haussier	adjective
easygoing	désinvolte	adjective
backup	de réserve	adjective
embedded	organique	adjective
unsympathetic	incompréhensif	adjective
jumbo	gargantuesque	adjective
steeled	cylindroïde	adjective
fragile	cassant	adjective
disagreeable	désagréable	adjective
disciplined	discipliné	adjective
regimental	52ème	adjective
activist	92ème	adjective
precipitous	hâtif	adjective
contentious	contentieux	adjective
lacking	déficient	adjective
apprehensive	peureux	adjective
head	premier	adjective
peerless	sénégalien	adjective
unbalanced	balourd	adjective
neoliberal	néolibéral	adjective
united	unitaire	adjective
gruesome	effrayant	adjective
carbonaceous	carbonique	adjective
seventy-sixth	soixante-seizième	adjective
Eucharistic	androgénique	adjective
Japanese-speaking	paralique	adjective
brutish	irrépétible	adjective
enumerable	énumérable	adjective
undiplomatic	tumescent	adjective
low-cost	bon marché	adjective
perceptual	perceptuel	adjective
monocyclic	monocyclique	adjective
wanted	nécessaire	adjective
impressive	impressionant	adjective
infraorbital	odontalgique	adjective
immoderate	outré	adjective
atonic	atone	adjective
respected	marcescible	adjective
hepatogastric	issa	adjective
Franco-	dansant	adjective
prim	qui affecte	adjective
preposterous	farfelu	adjective
Neptunian	graciable	adjective
Jacobite	jacobite	adjective
serene	d'humeur égale	adjective
projected	touvinien	adjective
chlorotic	zététique	adjective
petrified	hyaloïde	adjective
hawkish	buté	adjective
reported	dunaire	adjective
Athanasian	affidé	adjective
bipartisan	lacuneux	adjective
toothed	cranté	adjective
compliant	concordant	adjective
abusive	abusif	adjective
one-wheeled	convergent en probabilité	adjective
requisite	embolique	adjective
funeral	tabellaire	adjective
winning	lauréat	adjective
Spanish-language	hispanophone	adjective
related	rapportant	adjective
Brittonic	foliaire	adjective
Gaussian	gaussien	adjective
of necessity	en mouvement	adjective
unsettled	énervé	adjective
psammophilous	arénicole	adjective
stricken	51ème	adjective
yours	à vous	adjective
attachable	d'eibar	adjective
dreadful	terrible	adjective
delicate	exquis	adjective
Copernican	copernicien	adjective
vigourous	animé	adjective
remorseless	implacable	adjective
philharmonic	philharmonique	adjective
amusing	réjouissant	adjective
wasteful	dispendieux	adjective
pithy	court	adjective
knotted	compliqué	adjective
rumoured	anecdotique	adjective
rubbish	salaud	adjective
circumspect	dénombrable	adjective
sprightly	alerte	adjective
pledgable	insonorisé	adjective
beaten	amharique	adjective
Syriac	syrien	adjective
Elizabethan	nécrophilique	adjective
detailed	de détail	adjective
tawdry	bon marché	adjective
front	frontal	adjective
Punic	punique	adjective
polyploid	polyploïde	adjective
producible	butylique	adjective
lush	dru	adjective
circuitous	réfractif	adjective
wrongful	injuste	adjective
constructivist	constructiviste	adjective
shiny	luisant	adjective
racy	piquant	adjective
vicarious	assamais	adjective
simulated	postiche	adjective
harmonious	d'harmonie	adjective
upstream	dunaire	adjective
staid	serieux	adjective
genuine	véritable	adjective
left-handed	gaucher	adjective
shaggy	poilu	adjective
burly	fortifié	adjective
jurisdictional	juridictionnel	adjective
Central American	latitudinal	adjective
mischievous	polisson	adjective
demoniac	septuagénaire	adjective
Chinese-language	couronné	adjective
gleeful	joyeux	adjective
quality	multiculturaliste	adjective
faint	débile	adjective
Minoan	minoen	adjective
soothing	calmant	adjective
chilly	frais	adjective
uptight	tendu	adjective
covert	occulte	adjective
preceptorial	préceptoral	adjective
fledgling	nouveau-né	adjective
insulting	insultant	adjective
piercing	pénétrant	adjective
convinced	passionné	adjective
sheltered	ultramontain	adjective
geodesic	géodésique	adjective
sober	serein	adjective
interim	intérimaire	adjective
recycled	uniloculaire	adjective
cutthroat	amer	adjective
outrageous	rageant	adjective
some	une certaine quantité de	adjective
unwarranted	malicieux	adjective
thick	corpulent	adjective
photolithographic	marshallais	adjective
spineless	couard	adjective
shapeless	difforme	adjective
published	participial	adjective
host	amphitryon	adjective
cohesive	cohésif	adjective
Liberian	proto	adjective
awash	namibien	adjective
beautiful	joli	adjective
invariant	invariable	adjective
hilarious	amusant	adjective
communitarian	communautaire	adjective
mad	dément	adjective
boolean	booléen	adjective
minute	petit	adjective
best-selling	bouillant	adjective
prepared	prêt	adjective
carefree	désinvolte	adjective
polluted	infecte	adjective
premier	extrême	adjective
coated	80ème	adjective
Danubian	danubien	adjective
spinal	épinière	adjective
occipital	occipital	adjective
televised	télévisé	adjective
hundreth	centième	adjective
so many	tellement de	adjective
enraged	tortu	adjective
thermionic	thermo-ionique	adjective
configurable	orientable	adjective
implausible	invraisemblable	adjective
radiometric	radiométrique	adjective
resurgent	multibande	adjective
brotherly	fraternel	adjective
sufi	panarabe	adjective
curvy	dévorant	adjective
westerly	d'ouest	adjective
biannual	semestriel	adjective
primal	primaire	adjective
darwinian	patriote	adjective
prepaid	imperfectif	adjective
scenographical	scénographique	adjective
tardy	uniloculaire	adjective
opening	inaugural	adjective
horrible	hideux	adjective
Mesoamerican	xanthogénique	adjective
back-up	de rechange	adjective
engaged	bimétallique	adjective
basal	basal	adjective
autarchic	autarcique	adjective
dumbfounded	intoxicant	adjective
bold	intrépide	adjective
watchful	avisé	adjective
explicit	explicite	adjective
seventy-fifth	soixante-quinzième	adjective
conciliatory	hypnagogique	adjective
searing	brulant	adjective
intentional	intentionné	adjective
conceptualist	conceptualiste	adjective
grassy	immémorable	adjective
subsequent	arrière	adjective
fabled	fabuleux	adjective
wave	ondulatoire	adjective
telltale	représentatif	adjective
immodest	déluré	adjective
shadowy	mystérieux	adjective
unbounded	effréné	adjective
Phoenician	phénicien	adjective
cartesian	de Descartes	adjective
nilpotent	nilpotent	adjective
petite	petit	adjective
astounded	éberlué	adjective
irrepressible	diffringent	adjective
hallowed	saint	adjective
transgender	désadapté	adjective
columnar	enrobé	adjective
stuck	rénovasculaire	adjective
purported	dunaire	adjective
utopian	utopique	adjective
upscale	somptueux	adjective
preoccupied	inaperçu	adjective
contravariant	gréseux	adjective
rental	négeux	adjective
anthropomorphic	anthropomorphique	adjective
assistive	réhabilitable	adjective
uncanny	bizarre	adjective
forgettable	décussé	adjective
incremental	incrémental	adjective
offbeat	extraordinaire	adjective
jovial	enjoué	adjective
oncoming	prochain	adjective
undeserved	en porcelaine	adjective
plaintive	émotif	adjective
lots of	bien de	adjective
grudging	hésitant	adjective
Doric	dorien	adjective
malicious	malicieux	adjective
authorized	officiel	adjective
unsubstantiated	monocotylédone	adjective
windowless	préconciliaire	adjective
Eritrean	gélif	adjective
Anglo-	alimentateur	adjective
stale	vieil	adjective
mainline	atonal	adjective
repeated	réitéré	adjective
awry	défectueux	adjective
lightful	lumineux	adjective
defiant	déluré	adjective
hectic	févreux	adjective
repellent	nauséabond	adjective
arched	archiprotégé	adjective
pigeon-toed	médéviste	adjective
petty	dépourvu d'importance	adjective
obdurate	buté	adjective
agonized	douloureux	adjective
off	fautif	adjective
countably	nombrable	adjective
overwritten	arbitratif	adjective
irate	sylvestre	adjective
touchy	impressionnable	adjective
Falangist	phalangiste	adjective
billionth	codicologique	adjective
officious	importun	adjective
antipsychotic	cynophile	adjective
wretched	malsain	adjective
dynastic	dynastique	adjective
hooked	recourbé	adjective
geostrategic	géostratégique	adjective
larval	abrégé	adjective
inflated	rogue	adjective
governing	dominateur	adjective
imprecise	imprécis	adjective
probing	perspicace	adjective
imprescriptible	imprescriptible	adjective
nonstop	incessant	adjective
pictographic	pictographique	adjective
Afrikaans	de Dedekind	adjective
fifty-first	cinquante et unième	adjective
unhappy	malchanceux	adjective
littoral	littoral	adjective
bankrupt	insolvable	adjective
unpunished	impuni	adjective
overlapping	imperfectible	adjective
attainable	abordable	adjective
high-yield	réhabilitable	adjective
scheduled	systémique	adjective
binding	obligatoire	adjective
unnerved	préoccupé	adjective
sectorial	sectoriel	adjective
sphagnic	pré-pyrénéen	adjective
displayable	protectif	adjective
denigratory	hivernant	adjective
free-market	haptique	adjective
congenital	congénial	adjective
gentile	courtois	adjective
unrelated	exfoliatif	adjective
disjoint	cree	adjective
overnight	subit	adjective
cacophonic	cacophonique	adjective
foregone	62ème	adjective
judicious	prudent	adjective
untrue	bidon	adjective
stretch	hopi	adjective
relativistic	relativiste	adjective
Castroan	de castro	adjective
pre-formulated	glyptique	adjective
polyatomic	polyatomique	adjective
hillbilly	rustique	adjective
neoclassical	néo-classique	adjective
conformational	conformationnel	adjective
permissible	admissible	adjective
discontinuous	discontinu	adjective
remorseful	jociste	adjective
ironclad	irrévocable	adjective
stocky	disgracieux	adjective
Spanish-speaking	hispanophone	adjective
invidious	large d'esprit	adjective
meridian	diplômé	adjective
common	courant	adjective
misguided	imprudent	adjective
prejudicial	gênant	adjective
nacreous	monocristallin	adjective
paltry	insignifiant	adjective
industrious	travailleur	adjective
gawky	disgracieux	adjective
forlorn	solitaire	adjective
chocolate	réhabilitable	adjective
parabolic	parabolique	adjective
drab	lent	adjective
one's	conductible	adjective
comedic	de comédie	adjective
northwesterly	nord-occidental	adjective
inharmonic	inharmonique	adjective
iconoclastic	vireux	adjective
hearty	bouillant	adjective
training	de baskonia	adjective
downward	descendant	adjective
today's	d'aujourd'hui	adjective
