ilegitimamente_adverb	il·legítimament_adverb
alegi_propernoun	alegi_propernoun
desta-vez_adverb	aquesta-vegada_adverb
aprofundar_verb	aprofundir_verb
superponível_adjective	superponible_adjective
shavin_propernoun	shavin_propernoun
décimo_noun	dècim_noun
boqué_propernoun	boqué_propernoun
equalizador_noun	equalitzador_noun
iroquês_noun	iroquès_noun
von-gerstner_propernoun	von-gerstner_propernoun
fertilização_noun	fertilització_noun
electrólise_noun	electròlisi_noun
medel_propernoun	medel_propernoun
bertorotta_propernoun	bertorotta_propernoun
bone_propernoun	bone_propernoun
odette_propernoun	odette_propernoun
concreto_adjective	concret_adjective
onde-não-tem_adverb	on-no-n'hi-ha_adverb
radiogénico_adjective	radiogènic_adjective
vercellotti_propernoun	vercellotti_propernoun
greenwood_propernoun	greenwood_propernoun
centrifugador_adjective	centrifugador_adjective
propriedade_noun	propietat_noun
exacção_noun	exacció_noun
carro_propernoun	carro_propernoun
higuain_propernoun	higuain_propernoun
piña_propernoun	piña_propernoun
crença_noun	creença_noun
schmitt_propernoun	schmitt_propernoun
degenerescente_adjective	degenerescent_adjective
asens_propernoun	asens_propernoun
moreyra_propernoun	moreyra_propernoun
lamentar_verb	lamentar_verb
olvan_propernoun	olvan_propernoun
hiperfunção_noun	hiperfunció_noun
piedra_propernoun	piedra_propernoun
púnico_adjective	púnic_adjective
característico_adjective	característic_adjective
prefixação_noun	prefixació_noun
duchetta_propernoun	duchetta_propernoun
esterilizador_noun	esterilitzador_noun
campa_propernoun	campa_propernoun
neonazista_noun	neonazi_noun
possessório_adjective	possessori_adjective
perspectivista_adjective	perspectivista_adjective
castellet_propernoun	castellet_propernoun
milagrosamente_adverb	miraculosament_adverb
aerofobia_noun	aerofòbia_noun
legatório_adjective	legatori_adjective
saponificável_adjective	saponificable_adjective
livernoche_propernoun	livernoche_propernoun
la-blunda_propernoun	la-blunda_propernoun
vela_propernoun	vela_propernoun
depauperação_noun	depauperació_noun
alexandrino_adjective	alexandrí_adjective
dualista_noun	dualista_noun
vencível_adjective	vencible_adjective
cubeddu_propernoun	cubeddu_propernoun
dissolvente_noun	dissolvent_noun
thauvette_propernoun	thauvette_propernoun
habilitar_verb	habilitar_verb
pérola_noun	perla_noun
equilibrado_adjective	equilibrat_adjective
tailandês_adjective	tailandès_adjective
navalón_propernoun	navalón_propernoun
calmamente_adverb	tranquil·lament_adverb
l'hospitalet_propernoun	l'hospitalet_propernoun
chapa_noun	placa_noun
wellman_propernoun	wellman_propernoun
afustado_adjective	afustat_adjective
danny_propernoun	danny_propernoun
brissette_propernoun	brissette_propernoun
planta_noun	planta_noun
excursão_noun	excursió_noun
perlingieri_propernoun	perlingieri_propernoun
tórax_noun	tòrax_noun
polina_propernoun	polina_propernoun
korta_propernoun	korta_propernoun
elaboração_noun	elaboració_noun
tárraga_propernoun	tárraga_propernoun
garofani_propernoun	garofani_propernoun
rabell_propernoun	rabell_propernoun
abrignani_propernoun	abrignani_propernoun
independentista_adjective	independentista_adjective
habitualmente_adverb	habitualment_adverb
ciampolillo_propernoun	ciampolillo_propernoun
tânia_propernoun	tânia_propernoun
salvans_propernoun	salvans_propernoun
vilassar-de-mar_propernoun	vilassar-de-mar_propernoun
diglio_propernoun	diglio_propernoun
ninfomaníaco_adjective	nimfomaníac_adjective
produtor_adjective	productor_adjective
ilícito_adjective	il·lícit_adjective
quistoso_adjective	quistós_adjective
clemente_propernoun	clemente_propernoun
bartra_propernoun	bartra_propernoun
pàmies_propernoun	pàmies_propernoun
já_interjection	ja_interjection
prisma_noun	prisma_noun
corrente_noun	cadena_noun
estrangulação_noun	estrangulació_noun
anomalamente_adverb	anòmalament_adverb
gestualidade_noun	gestualitat_noun
petty_propernoun	petty_propernoun
agata_propernoun	agata_propernoun
simms_propernoun	simms_propernoun
preliminar_adjective	preliminar_adjective
fator_noun	factor_noun
especieiro_noun	especier_noun
lafresnaye_propernoun	lafresnaye_propernoun
spitzer_propernoun	spitzer_propernoun
nessa_propernoun	nessa_propernoun
gurí_propernoun	gurí_propernoun
aveyard_propernoun	aveyard_propernoun
abrams_propernoun	abrams_propernoun
bobbish_propernoun	bobbish_propernoun
britânico_adjective	britànic_adjective
levitação_noun	levitació_noun
masdéu_propernoun	masdéu_propernoun
arbustivo_adjective	arbustiu_adjective
exornação_noun	exornació_noun
bit_noun	bit_noun
hussáin_propernoun	hussáin_propernoun
montana_propernoun	montana_propernoun
berengué_propernoun	berengué_propernoun
apreciativo_adjective	apreciatiu_adjective
abella-de-la-conca_propernoun	abella-de-la-conca_propernoun
inquietar_verb	inquietar_verb
sexagésimo-quinto_adjective	seixanta-cinquè_adjective
chong_propernoun	chong_propernoun
ciclista_noun	ciclista_noun
alcoleja_propernoun	alcoleja_propernoun
carcerário_adjective	carcerari_adjective
anistiar_verb	amnistiar_verb
harvie_propernoun	harvie_propernoun
alcalà_propernoun	alcalà_propernoun
el-asri_propernoun	el-asri_propernoun
prioritário_adjective	prioritari_adjective
blu_propernoun	blu_propernoun
strizzolo_propernoun	strizzolo_propernoun
caldes_propernoun	caldes_propernoun
cantave_propernoun	cantave_propernoun
dissidente_adjective	dissident_adjective
chapa_noun	llista_noun
semioficial_adjective	semioficial_adjective
anglófono_adjective	anglòfon_adjective
montmaneu_propernoun	montmaneu_propernoun
persistente_adjective	persistent_adjective
protático_adjective	protàtic_adjective
tabuleiro_noun	tauler_noun
sinkovics_propernoun	sinkovics_propernoun
ferrante_propernoun	ferrante_propernoun
atodiresei_propernoun	atodiresei_propernoun
quatretondeta_propernoun	quatretondeta_propernoun
indelegável_adjective	indelegable_adjective
improvisado_adjective	improvisat_adjective
obsessivo_adjective	obsessiu_adjective
tebar_propernoun	tebar_propernoun
burgués_propernoun	burgués_propernoun
john_propernoun	john_propernoun
em-volta-de_preposition	al-voltant-de_preposition
zenga_propernoun	zenga_propernoun
latente_adjective	latent_adjective
massidda_propernoun	massidda_propernoun
chulilla_propernoun	chulilla_propernoun
fotografar_verb	fotografiar_verb
típico_adjective	típic_adjective
hospitalidade_noun	hospitalitat_noun
lamarche_propernoun	lamarche_propernoun
james_propernoun	james_propernoun
logudorês_noun	logudorès_noun
soterramento_noun	soterrament_noun
marzo_propernoun	marzo_propernoun
milo_propernoun	milo_propernoun
moses_propernoun	moses_propernoun
edmonds_propernoun	edmonds_propernoun
bergara_propernoun	bergara_propernoun
montal_propernoun	montal_propernoun
ocupacionalmente_adverb	ocupacionalment_adverb
arquétipo_noun	arquetip_noun
complectivo_adjective	complectiu_adjective
compagnat_propernoun	compagnat_propernoun
mendonça_propernoun	mendonça_propernoun
maftei_propernoun	maftei_propernoun
corbin_propernoun	corbin_propernoun
voluptuoso_adjective	voluptuós_adjective
escacado_adjective	escacat_adjective
instrumentalmente_adverb	instrumentalment_adverb
semiótico_adjective	semiòtic_adjective
mainguy_propernoun	mainguy_propernoun
apagar_verb	apagar_verb
ondas_propernoun	ondas_propernoun
cimeiro_adjective	cimer_adjective
pennese_propernoun	pennese_propernoun
cassinhac_propernoun	cassinhac_propernoun
golpear_verb	colpejar_verb
leprólogo_noun	lepròleg_noun
blackman_propernoun	blackman_propernoun
galardoar_verb	guardonar_verb
destilador_noun	destil·lador_noun
evacuação_noun	evacuació_noun
guignard_propernoun	guignard_propernoun
prospectivo_adjective	prospectiu_adjective
habilitador_adjective	habilitador_adjective
perdição_noun	perdició_noun
postural_adjective	postural_adjective
walderez_propernoun	walderez_propernoun
squeri_propernoun	squeri_propernoun
sandburg_propernoun	sandburg_propernoun
elegibilidade_noun	elegibilitat_noun
impregnável_adjective	impregnable_adjective
ir_verb	anar_verb
em-curto-prazo_adverb	a-curt-termini_adverb
otvoș_propernoun	otvoș_propernoun
choque_noun	topada_noun
pigeon_propernoun	pigeon_propernoun
giulio_propernoun	giulio_propernoun
susi_propernoun	susi_propernoun
lora_propernoun	lora_propernoun
leitura_noun	lectura_noun
existencialista_adjective	existencialista_adjective
wharton_propernoun	wharton_propernoun
cordero_propernoun	cordero_propernoun
poincaré_propernoun	poincaré_propernoun
grandemange_propernoun	grandemange_propernoun
landis_propernoun	landis_propernoun
agitador_adjective	agitador_adjective
mitográfico_adjective	mitogràfic_adjective
exclamatório_adjective	exclamatori_adjective
podológico_adjective	podològic_adjective
profanação_noun	profanació_noun
chehade_propernoun	chehade_propernoun
biarticulado_adjective	biarticulat_adjective
iruela_propernoun	iruela_propernoun
playa_propernoun	playa_propernoun
cutrufo_propernoun	cutrufo_propernoun
invulnerado_adjective	invulnerat_adjective
quinquagésimo-sexto_adjective	cinquanta-sisè_adjective
atletismo_noun	atletisme_noun
uniformidade_noun	uniformitat_noun
casete_propernoun	casete_propernoun
cauterização_noun	cauterització_noun
conceitualização_noun	conceptualització_noun
mattawa_propernoun	mattawa_propernoun
distante_adjective	distant_adjective
von-hayek_propernoun	von-hayek_propernoun
dobrogeanu_propernoun	dobrogeanu_propernoun
besta_noun	bèstia_noun
gomes_propernoun	gomes_propernoun
turcomeno_noun	turcman_noun
poderoso_adjective	poderós_adjective
integrante_adjective	integrant_adjective
bellvís_propernoun	bellvís_propernoun
convidar_verb	invitar_verb
manchester-united_propernoun	manchester-united_propernoun
genealogia_noun	genealogia_noun
minasso_propernoun	minasso_propernoun
porcuna_propernoun	porcuna_propernoun
valls_propernoun	valls_propernoun
klein_propernoun	klein_propernoun
nómada_adjective	nòmada_adjective
prometeico_adjective	prometeic_adjective
excretório_adjective	excretori_adjective
fontoura_propernoun	fontoura_propernoun
cunhado_noun	cunyat_noun
poliatômico_adjective	poliatòmic_adjective
nitu_propernoun	nitu_propernoun
carrara_propernoun	carrara_propernoun
metodicamente_adverb	metòdicament_adverb
belorrusso_adjective	bielorús_adjective
aneurismal_adjective	aneurismal_adjective
mister_adjective	mister_adjective
gaviano_propernoun	gaviano_propernoun
interpretar_verb	interpretar_verb
reconverter_verb	reconvertir_verb
shackleton_propernoun	shackleton_propernoun
ironicamente_adverb	irònicament_adverb
tramoia_noun	tramoia_noun
informador_adjective	informador_adjective
maniqueísmo_noun	maniqueisme_noun
mentalismo_noun	mentalisme_noun
ligero_propernoun	ligero_propernoun
bonanova_propernoun	bonanova_propernoun
prisão_noun	presó_noun
lupien_propernoun	lupien_propernoun
desnaturalizar_verb	desnaturalitzar_verb
fucksia_propernoun	fucksia_propernoun
cherio_propernoun	cherio_propernoun
sessenta-e-nove_numeral	seixanta-nou_numeral
charlier_propernoun	charlier_propernoun
instrução_noun	instrucció_noun
asseguração_noun	asseguració_noun
carrasquer_propernoun	carrasquer_propernoun
agrusti_propernoun	agrusti_propernoun
bolet_propernoun	bolet_propernoun
saúde_noun	sanitat_noun
anecóico_adjective	anecoic_adjective
penna_propernoun	penna_propernoun
zoologista_noun	zoòleg_noun
fistuloso_adjective	fistulós_adjective
ajustar_verb	ajustar_verb
pelo_noun	pèl_noun
haniyeh_propernoun	haniyeh_propernoun
edução_noun	educció_noun
em-ligeira-queda_adverb	lleugerament-a-la-baixa_adverb
guipuzcoano_propernoun	guipuzcoano_propernoun
acebo_propernoun	acebo_propernoun
majeur_propernoun	majeur_propernoun
bue_propernoun	bue_propernoun
antinacional_adjective	antinacional_adjective
guetta_propernoun	guetta_propernoun
barthet-mayer_propernoun	barthet-mayer_propernoun
salafismo_noun	salafisme_noun
scotti_propernoun	scotti_propernoun
artacho_propernoun	artacho_propernoun
dissolubilidade_noun	dissolubilitat_noun
contexto_noun	context_noun
turnê_noun	gira_noun
atar_verb	lligar_verb
crossley_propernoun	crossley_propernoun
oliu_propernoun	oliu_propernoun
perimétrico_adjective	perimètric_adjective
porcu_propernoun	porcu_propernoun
iancu_propernoun	iancu_propernoun
antialcalino_adjective	antialcalí_adjective
gatto_propernoun	gatto_propernoun
leste_noun	est_noun
fenomenal_adjective	fenomenal_adjective
siberiano_noun	siberià_noun
camino_propernoun	camino_propernoun
acidificável_adjective	acidificable_adjective
chapados_propernoun	chapados_propernoun
paraquedismo_noun	paracaigudisme_noun
radiométrico_adjective	radiomètric_adjective
wojtyla_propernoun	wojtyla_propernoun
crômico_adjective	cròmic_adjective
kroeber_propernoun	kroeber_propernoun
alava_propernoun	alava_propernoun
proteccionista_adjective	proteccionista_adjective
metafônico_adjective	metafònic_adjective
desta-guisa_adverb	d'aquesta-manera_adverb
américa-do-sul_propernoun	sud-amèrica_propernoun
campânia_propernoun	campània_propernoun
zanuck_propernoun	zanuck_propernoun
makhoul_propernoun	makhoul_propernoun
pelo-contrário_adverb	al-contrari_adverb
staicu_propernoun	staicu_propernoun
morvan_propernoun	morvan_propernoun
nilótico_adjective	nilòtic_adjective
azzi_propernoun	azzi_propernoun
pedreiro_noun	paleta_noun
activação_noun	activació_noun
estabilizador_noun	estabilitzador_noun
pivin_propernoun	pivin_propernoun
lorrain_propernoun	lorrain_propernoun
dissimulado_adjective	dissimulat_adjective
diamanti_propernoun	diamanti_propernoun
terol_propernoun	terol_propernoun
controlo_noun	control_noun
blanchett_propernoun	blanchett_propernoun
tremp_propernoun	tremp_propernoun
zâmbia_propernoun	zàmbia_propernoun
amanda_propernoun	amanda_propernoun
ao-deus-dará_adverb	amb-una-mà-davant-i-una-mà-darrere_adverb
hibridação_noun	hibridació_noun
monstruoso_adjective	monstruós_adjective
sant-feliu-de-codines_propernoun	sant-feliu-de-codines_propernoun
ornado_adjective	ornat_adjective
acidentar_verb	accidentar_verb
ramal_propernoun	ramal_propernoun
aebersold_propernoun	aebersold_propernoun
alighieri_propernoun	alighieri_propernoun
goisis_propernoun	goisis_propernoun
solubilizante_adjective	solubilitzant_adjective
inicial_adjective	inicial_adjective
joão-pessoa_propernoun	joão-pessoa_propernoun
ateliê_noun	taller_noun
espinal_propernoun	espinal_propernoun
kléber_propernoun	kléber_propernoun
cadencioso_adjective	cadenciós_adjective
irrefutável_adjective	irrefutable_adjective
ainsley_propernoun	ainsley_propernoun
esclerectomia_noun	esclerectomia_noun
lavável_adjective	rentable_adjective
hergé_propernoun	hergé_propernoun
von-starhemberg_propernoun	von-starhemberg_propernoun
benassi_propernoun	benassi_propernoun
bros_propernoun	bros_propernoun
tassé_propernoun	tassé_propernoun
presidencialista_adjective	presidencialista_adjective
suiça_propernoun	suïssa_propernoun
fujimori_propernoun	fujimori_propernoun
vigésimo-sexto_adjective	vint-i-sisè_adjective
nepalês_noun	nepalès_noun
spiridon_propernoun	spiridon_propernoun
serrador_adjective	serrador_adjective
produtivo_adjective	productiu_adjective
uranográfico_adjective	uranogràfic_adjective
guillamón_propernoun	guillamón_propernoun
povoado_noun	població_noun
porto-alegre_propernoun	porto-alegre_propernoun
contrativo_adjective	contractiu_adjective
piqueres_propernoun	piqueres_propernoun
baqué_propernoun	baqué_propernoun
composto_noun	compost_noun
clavet_propernoun	clavet_propernoun
em-frente-a_preposition	davant-de_preposition
conclusivamente_adverb	conclusivament_adverb
obsidional_adjective	obsidional_adjective
athot_propernoun	athot_propernoun
thaiane_propernoun	thaiane_propernoun
corista_noun	corista_noun
hematúria_noun	hematúria_noun
villalta_propernoun	villalta_propernoun
inflado_adjective	inflat_adjective
skelling_propernoun	skelling_propernoun
escorihuela_propernoun	escorihuela_propernoun
rapado_adjective	rapat_adjective
foucault_propernoun	foucault_propernoun
cornell_propernoun	cornell_propernoun
ginecologia_noun	ginecologia_noun
souto_propernoun	souto_propernoun
ensino_noun	ensenyament_noun
hidrólogo_noun	hidròleg_noun
impermutável_adjective	impermutable_adjective
