esclofollar_verb	éplucher_verb
pa-casolà_noun	pain-maison_noun
franks_propernoun	franks_propernoun
biden_propernoun	biden_propernoun
narcotràfic_noun	narcotrafic_noun
duchetta_propernoun	duchetta_propernoun
pantagruel_propernoun	pantagruel_propernoun
ideogràfic_adjective	idéographique_adjective
tocologia_noun	obstétrique_noun
muralista_noun	muraliste_noun
farcell_noun	baluchon_noun
misoneisme_noun	misonéisme_noun
federalisme_noun	fédéralisme_noun
reclassificació_noun	reclassification_noun
ump_noun	ump_noun
tiptologia_noun	typtologie_noun
regina_propernoun	regina_propernoun
froment_propernoun	froment_propernoun
tan-bon-punt_subordinatingconjunction	aussitôt-que_subordinatingconjunction
toupin_propernoun	toupin_propernoun
nombre-atòmic_noun	nombre-atomique_noun
matencio_propernoun	matencio_propernoun
tetris_propernoun	tetris_propernoun
depuració_noun	épuration_noun
fréreault_propernoun	fréreault_propernoun
fugacitat_noun	fugacité_noun
vilanova-d'alcolea_propernoun	vilanova-d'alcolea_propernoun
obsidiana_noun	obsidiane_noun
joffrin_propernoun	joffrin_propernoun
acumetria_noun	acoumétrie_noun
farreras_propernoun	farreras_propernoun
napalm_noun	napalm_noun
ingroia_propernoun	ingroia_propernoun
òhmic_adjective	ohmique_adjective
il·lògic_adjective	illogique_adjective
escuma_noun	écume_noun
uriarte_propernoun	uriarte_propernoun
triatòmic_adjective	triatomique_adjective
marta_noun	martre_noun
ume_noun	ume_noun
febril_adjective	fébrile_adjective
emissiu_adjective	émissif_adjective
corinti_noun	corinthien_noun
proclític_adjective	proclitique_adjective
cesaropapisme_noun	césaro-papisme_noun
anunciación_propernoun	anunciación_propernoun
polarització_noun	polarisation_noun
operació_noun	opération_noun
tarrida_propernoun	tarrida_propernoun
sant-jordi_propernoun	sant-jordi_propernoun
villa-lobos_propernoun	villa-lobos_propernoun
consell_propernoun	consell_propernoun
bonavitacola_propernoun	bonavitacola_propernoun
constituent_noun	constituant_noun
arrugaeta_propernoun	arrugaeta_propernoun
moncofa_propernoun	moncofa_propernoun
miravete_propernoun	miravete_propernoun
repartir_verb	répartir_verb
toto_propernoun	toto_propernoun
ceila_propernoun	ceila_propernoun
cosí_noun	cousin_noun
peco_propernoun	peco_propernoun
malefici_noun	maléfice_noun
conversa_noun	pourparlers_noun
hidrogràfic_adjective	hydrographique_adjective
clero_noun	clergé_noun
acatar_verb	obéir_verb
santa-cecília-de-voltregà_propernoun	santa-cecília-de-voltregà_propernoun
montllor_propernoun	montllor_propernoun
indi_noun	indium_noun
dobrogeanu_propernoun	dobrogeanu_propernoun
tibi_propernoun	tibi_propernoun
marcionita_noun	marcionite_noun
pennese_propernoun	pennese_propernoun
íntegre_adjective	intègre_adjective
ezenarro_propernoun	ezenarro_propernoun
raió_noun	rayonne_noun
sectari_adjective	sectaire_adjective
desgravament_noun	dégrèvement_noun
duodenitis_noun	duodénite_noun
molla_propernoun	molla_propernoun
patrick_propernoun	patrick_propernoun
gradació_noun	gradation_noun
cadoré_propernoun	cadoré_propernoun
saponificar_verb	saponifier_verb
cufí_propernoun	cufí_propernoun
boya_propernoun	boya_propernoun
barrette_propernoun	barrette_propernoun
adenograma_noun	adénogramme_noun
juanpere_propernoun	juanpere_propernoun
discutit_adjective	disputé_adjective
contraespionatge_noun	contrespionnage_noun
sauna_noun	sauna_noun
militarisme_noun	militarisme_noun
etiquetar_verb	taguer_verb
talibà_adjective	taliban_adjective
pórtoles_propernoun	pórtoles_propernoun
silenciós_adjective	silencieux_adjective
destronament_noun	détronnement_noun
classicista_noun	classiciste_noun
comunicat_noun	communiqué_noun
german_propernoun	german_propernoun
de-tant-en-tant_adverb	de-temps-en-temps_adverb
salgueiro_propernoun	salgueiro_propernoun
fistulós_adjective	fistuleux_adjective
antroponímic_adjective	anthroponymique_adjective
traslladar_verb	déménager_verb
genscher_propernoun	genscher_propernoun
incògnita_noun	inconnue_noun
de-maglia_propernoun	de-maglia_propernoun
paralització_noun	paralysie_noun
secretor_adjective	sécréteur_adjective
bathori_propernoun	bathori_propernoun
guisado_propernoun	guisado_propernoun
speziali_propernoun	speziali_propernoun
relativista_noun	relativiste_noun
alexsandra_propernoun	alexsandra_propernoun
confirmació_noun	confirmation_noun
proactivitat_noun	pro-activité_noun
occhipinti_propernoun	occhipinti_propernoun
mig-milió_noun	demi-million_noun
pisiforme_adjective	pisiforme_adjective
sisto_propernoun	sisto_propernoun
baumela_propernoun	baumela_propernoun
algueña_propernoun	algueña_propernoun
docilitat_noun	docilité_noun
picot_noun	pioche_noun
fructosa_noun	fructose_noun
ultraortodox_adjective	ultra-orthodoxe_adjective
baqués_propernoun	baqués_propernoun
immobilitzat_adjective	immobilisé_adjective
bonafont_propernoun	bonafont_propernoun
cerca_noun	recherche_noun
koehler_propernoun	koehler_propernoun
estronci_noun	strontium_noun
vendre_verb	débiter_verb
laurinda_propernoun	laurinda_propernoun
manrique_propernoun	manrique_propernoun
irrevocabilitat_noun	irrévocabilité_noun
chapadeau_propernoun	chapadeau_propernoun
persèfone_propernoun	perséphone_propernoun
semafòric_adjective	sémaphorique_adjective
difuminar_verb	estomper_verb
sibylle_propernoun	sibylle_propernoun
zoantropia_noun	zoanthropie_noun
demi_propernoun	demi_propernoun
requena_propernoun	requena_propernoun
frugalment_adverb	frugalement_adverb
olinescu_propernoun	olinescu_propernoun
hernandis_propernoun	hernandis_propernoun
patrilineal_adjective	patrilinéaire_adjective
confiscar_verb	confisquer_verb
otó_propernoun	otton_propernoun
elaine_propernoun	elaine_propernoun
margaud_propernoun	margaud_propernoun
von-anhalt-zerbst_propernoun	von-anhalt-zerbst_propernoun
lrem_propernoun	lrem_propernoun
colitis_noun	colite_noun
gandul_adjective	flemmard_adjective
amerio_propernoun	amerio_propernoun
bouvier_propernoun	bouvier_propernoun
exteriorització_noun	extériorisation_noun
vivancos_propernoun	vivancos_propernoun
tit-livi_propernoun	tite-live_propernoun
gaumond_propernoun	gaumond_propernoun
precipitació_noun	précipitation_noun
voluntari_noun	volontaire_noun
neocolonial_adjective	néocolonial_adjective
davico_propernoun	davico_propernoun
credença_noun	crédence_noun
clarificació_noun	clarification_noun
tronti_propernoun	tronti_propernoun
magrebí_adjective	maghrébin_adjective
lladró_propernoun	lladró_propernoun
anar-de-compres_verb	faire-mes-courses_verb
cardiològic_adjective	cardiologique_adjective
microscòpia_noun	microscopie_noun
patir_verb	souffrir_verb
hemosiderina_noun	hémosidérine_noun
gonthier_propernoun	gonthier_propernoun
missioner_noun	missionnaire_noun
notable_adjective	notable_adjective
lavabo_noun	lavabo_noun
resultar_verb	avérer_verb
nissaga_noun	famille_noun
mascort_propernoun	mascort_propernoun
griselda_propernoun	griselda_propernoun
maria-josep_propernoun	maria-josep_propernoun
escena_noun	scène_noun
alleyne_propernoun	alleyne_propernoun
al-juny_adverb	en-juin_adverb
estilista_noun	styliste_noun
glicina_noun	glycine_noun
antigènic_adjective	antigénique_adjective
barrionuevo_propernoun	barrionuevo_propernoun
col·lectar_verb	collecter_verb
naimi_propernoun	naimi_propernoun
ibern_propernoun	ibern_propernoun
duffy_propernoun	duffy_propernoun
aprovable_adjective	approuvable_adjective
urbano_propernoun	urbano_propernoun
maymó_propernoun	maymó_propernoun
favreau_propernoun	favreau_propernoun
desconegut_noun	inconnu_noun
kellie_propernoun	kellie_propernoun
comprensiu_adjective	compréhensif_adjective
onerosament_adverb	onéreusement_adverb
yemina_propernoun	yemina_propernoun
wessex_propernoun	wessex_propernoun
bérégovoy_propernoun	bérégovoy_propernoun
descarregar_verb	décharger_verb
hemoconcentració_noun	hémoconcentration_noun
reims_propernoun	reims_propernoun
voldemor_propernoun	voldemor_propernoun
sant-mori_propernoun	sant-mori_propernoun
bandejament_noun	bannissement_noun
paviment_noun	dallage_noun
aparcar_verb	garer_verb
rail_propernoun	rail_propernoun
illustrar_verb	illustrer_verb
triennal_adjective	triennal_adjective
aquós_adjective	aqueux_adjective
al-manco_adverb	au-moins_adverb
janae_propernoun	janae_propernoun
col·locació_noun	collocation_noun
singapur_propernoun	singapour_propernoun
inez_propernoun	inez_propernoun
neolític_noun	néolithique_noun
autoritat_noun	autorité_noun
providencialment_adverb	providentiellement_adverb
euskadi_propernoun	euskadi_propernoun
feina_noun	emploi_noun
ferritina_noun	ferritine_noun
desinhibició_noun	désinhibition_noun
cresco_propernoun	cresco_propernoun
nara_propernoun	nara_propernoun
american-express_propernoun	american-express_propernoun
voltant_noun	autour_noun
serratosa_propernoun	serratosa_propernoun
dendrític_adjective	dendritique_adjective
barrija-barreja_noun	fatras_noun
safae_propernoun	safae_propernoun
brûlé_propernoun	brûlé_propernoun
dulcinea_propernoun	dulcinea_propernoun
districte_noun	district_noun
catanoso_propernoun	catanoso_propernoun
harrisson_propernoun	harrisson_propernoun
cardó_propernoun	cardó_propernoun
sodi_noun	sodium_noun
giambrone_propernoun	giambrone_propernoun
marc-legal_noun	marc-légal_noun
reductiu_adjective	réductif_adjective
clàusula_noun	clause_noun
anivellador_adjective	niveleur_adjective
desplaçar_verb	déplacer_verb
jacky_propernoun	jacky_propernoun
liberatore_propernoun	liberatore_propernoun
brasiler_adjective	brésilien_adjective
lliga_noun	ligue_noun
spitzer_propernoun	spitzer_propernoun
dugré_propernoun	dugré_propernoun
elàstic_noun	élastique_noun
torreguitart_propernoun	torreguitart_propernoun
asclepiadeu_noun	asclépiade_noun
panélope_propernoun	panélope_propernoun
exclamació_noun	exclamation_noun
heredero_propernoun	heredero_propernoun
barrero_propernoun	barrero_propernoun
heisenberg_propernoun	heisenberg_propernoun
cap_noun	chef_noun
dibuixant_noun	dessinateur_noun
ultrasò_noun	ultrason_noun
pastoral_adjective	pastoral_adjective
nin_noun	enfant_noun
amagar_verb	cacher_verb
solimões_propernoun	solimões_propernoun
ésser_noun	êtres_noun
musulmà_adjective	musulman_adjective
casaubon_propernoun	casaubon_propernoun
quart-de-poblet_propernoun	quart-de-poblet_propernoun
endevinalla_noun	devinette_noun
sharma_propernoun	sharma_propernoun
damours_propernoun	damours_propernoun
inelegible_adjective	inéligible_adjective
ardica_propernoun	ardica_propernoun
chennai_propernoun	chennai_propernoun
islamista_noun	islamiste_noun
genovés_propernoun	genovés_propernoun
enzim_noun	enzyme_noun
camarada_noun	camarade_noun
ostinelli_propernoun	ostinelli_propernoun
destituir_verb	destituer_verb
en-el-transcurs-de_preposition	au-cours-de_preposition
serial_noun	série_noun
preceptor_noun	précepteur_noun
dominguez_propernoun	dominguez_propernoun
punyent_adjective	cuisant_adjective
passable_adjective	passable_adjective
strong_propernoun	strong_propernoun
adamantí_adjective	diamantin_adjective
maltusianisme_noun	malthusianisme_noun
biogeografia_noun	biogéographie_noun
asiàtic_noun	asiatique_noun
quaranta_propernoun	quaranta_propernoun
espiritualista_noun	spiritualiste_noun
sibarita_noun	sybarite_noun
comentar_verb	commenter_verb
capritxós_adjective	capricieux_adjective
wolfe_propernoun	wolfe_propernoun
fotoemissió_noun	photo-émission_noun
al·lusiu_adjective	allusif_adjective
portant_noun	porteur_noun
abnegar_verb	dévouer_verb
samia_propernoun	samia_propernoun
animador_noun	animateur_noun
avezzù_propernoun	avezzù_propernoun
doñate_propernoun	doñate_propernoun
filipí_noun	philippin_noun
bilingüe_noun	bilingue_noun
fòtic_adjective	photique_adjective
bojament_adverb	follement_adverb
alsthom_propernoun	alsthom_propernoun
glacial_adjective	glacial_adjective
heterosexual_adjective	hétérosexuel_adjective
sorprenent_adjective	frappant_adjective
aparició_noun	parution_noun
microcontrolador_noun	microcontrôleur_noun
guerini_propernoun	guerini_propernoun
vint-i-unè_adjective	vingt-et-unième_adjective
obducció_noun	obduction_noun
borsa_noun	bourse_noun
estée_propernoun	estée_propernoun
hisop_noun	hysope_noun
xinxa_noun	punaise_noun
pallasso_noun	paillasse_noun
caminar_verb	cheminer_verb
clavicèmbal_noun	clavecin_noun
nadeau_propernoun	nadeau_propernoun
enganyós_adjective	trompeur_adjective
kgb_noun	kgb_noun
norberta_propernoun	norberta_propernoun
clínica_noun	clinique_noun
eutanàsia_noun	euthanasie_noun
testamentari_adjective	testamentaire_adjective
làctic_adjective	lactique_adjective
diatòmic_adjective	diatomique_adjective
ahmadi_propernoun	ahmadi_propernoun
caro_propernoun	caro_propernoun
montasell_propernoun	montasell_propernoun
nguema_propernoun	nguema_propernoun
espal·lació_noun	spallation_noun
subjacent_adjective	subjacent_adjective
dispensari_noun	dispensaire_noun
xinxeta_noun	punaise_noun
nou_adjective	nouveau_adjective
manierista_noun	maniériste_noun
aerologia_noun	aérologie_noun
conjugalment_adverb	conjugalement_adverb
berzelius_propernoun	berzelius_propernoun
phenix_propernoun	phenix_propernoun
bastó_noun	canne_noun
mixt_adjective	mixte_adjective
paleozoic_noun	paléozoïque_noun
cannelonga_propernoun	cannelonga_propernoun
demà-passat-al-vespre_adverb	après-demain-soir_adverb
alenyani_propernoun	alenyani_propernoun
catedràtic_noun	professeur_noun
ràpidament_adverb	vite_adverb
abandonar_verb	abandonner_verb
searle_propernoun	searle_propernoun
pintea_propernoun	pintea_propernoun
ruleta_noun	roulette_noun
destituir_verb	limoger_verb
geneviève_propernoun	geneviève_propernoun
eslògan_noun	slogan_noun
magreb_propernoun	maghreb_propernoun
propagandista_adjective	propagandiste_adjective
merkel_propernoun	merkel_propernoun
ampere_noun	ampère_noun
santisteban_propernoun	santisteban_propernoun
nintendo-ds_propernoun	nintendo-ds_propernoun
redirecció_noun	redirection_noun
jack_propernoun	jack_propernoun
zedillo_propernoun	zedillo_propernoun
biondini_propernoun	biondini_propernoun
impugnar_verb	disputer_verb
tunisenc_adjective	tunisois_adjective
longitud_noun	long_noun
olivares_propernoun	olivares_propernoun
văduva_propernoun	văduva_propernoun
di-martino_propernoun	di-martino_propernoun
quílez_propernoun	quílez_propernoun
aspàrtic_adjective	aspartique_adjective
carollo_propernoun	carollo_propernoun
àncora_noun	ancre_noun
medicació_noun	médication_noun
arbelaitz_propernoun	arbelaitz_propernoun
vagabund_noun	vagabond_noun
angeli_propernoun	angeli_propernoun
joubert_propernoun	joubert_propernoun
categorema_noun	catégorème_noun
trencar-els-morros_verb	casser-la-gueule_verb
impactar_verb	impacter_verb
albeza_propernoun	albeza_propernoun
galileu_propernoun	galilée_propernoun
balzani_propernoun	balzani_propernoun
ancià_adjective	âgé_adjective
tractament_noun	traitement_noun
sulfhídric_adjective	sulfhydrique_adjective
presencial_adjective	présentiel_adjective
todd_propernoun	todd_propernoun
àvila_propernoun	àvila_propernoun
eluard_propernoun	eluard_propernoun
enfocar_verb	focaliser_verb
volant_adjective	volant_adjective
balibar_propernoun	balibar_propernoun
barxeta_propernoun	barxeta_propernoun
dactilogràfic_adjective	dactylographique_adjective
xec_noun	chèque_noun
maciá_propernoun	maciá_propernoun
monòtonament_adverb	monotonement_adverb
logògraf_noun	logographe_noun
desinstal·lació_noun	désinstallation_noun
deformitat_noun	difformité_noun
sacristán_propernoun	sacristán_propernoun
rohrabacher_propernoun	rohrabacher_propernoun
o'sullivan_propernoun	o'sullivan_propernoun
younes_propernoun	younes_propernoun
judes_propernoun	judas_propernoun
neuropsiquiàtric_adjective	neuropsychiatrique_adjective
viktoria_propernoun	viktoria_propernoun
nativi_propernoun	nativi_propernoun
varas_propernoun	varas_propernoun
temporitzar_verb	temporiser_verb
poole_propernoun	poole_propernoun
cordobés_propernoun	cordobés_propernoun
noranta_numeral	quatre-vingt-dix_numeral
arquitectònic_adjective	architectural_adjective
aberdeen_propernoun	aberdeen_propernoun
censatari_adjective	censitaire_adjective
transcripció_noun	transcription_noun
ant_noun	daim_noun
importable_adjective	importable_adjective
domesticar_verb	domestiquer_verb
prevenda_noun	prevente_noun
macastre_propernoun	macastre_propernoun
penombra_noun	pénombre_noun
convocatòria_noun	convocation_noun
antígona_propernoun	antigone_propernoun
saskatchewan_propernoun	saskatchewan_propernoun
raquis_noun	rachis_noun
amnèsic_noun	amnésique_noun
https_noun	https_noun
semimarató_noun	semi-marathon_noun
furtador_noun	maraudeur_noun
sobrenomenar_verb	surnommer_verb
caravaggio_propernoun	caravaggio_propernoun
alerió_noun	alérion_noun
maltractament_noun	sévices_noun
amblar_verb	ambler_verb
sinapisme_noun	sinapisme_noun
von-bahrfeldt_propernoun	von-bahrfeldt_propernoun
rinani_propernoun	rinani_propernoun
anònimament_adverb	anonymement_adverb
soterrat_adjective	enterré_adjective
termoretractable_adjective	thermorétractable_adjective
