reformación_noun	réformation_noun
drh_noun	drh_noun
en-otras-palabras_adverb	en-d'autres-termes_adverb
allan_propernoun	allan_propernoun
txapela_noun	prix_noun
sacudir_verb	secouer_verb
furioso_adjective	furieux_adjective
en-cualquier-momento_adverb	à-tout-moment_adverb
multi-servicio_noun	multi-service_noun
emigración_noun	émigration_noun
diseño_noun	création_noun
alaimo_propernoun	alaimo_propernoun
superposición_noun	superposition_noun
antidemocrático_adjective	antidémocratique_adjective
aichi_propernoun	aichi_propernoun
finalmente_adverb	enfin_adverb
aceituna_noun	olive_noun
orgánico_adjective	organique_adjective
río-negro_propernoun	fleuve-noire_propernoun
nuestro_determiner	notre_determiner
nuestro_pronoun	notre_pronoun
nuestro_possessivepronoun	notre_possessivepronoun
nuestro_determiner	notre_determiner
nuestro_possessivepronoun	notre_possessivepronoun
nuestro_determiner	notre_determiner
nuestro_adjective	notre_adjective
nuestro_possessivepronoun	notre_possessivepronoun
nuestro_determiner	notre_determiner
cabellera_noun	chevelure_noun
enmoquetador_noun	moquetteur_noun
encender_verb	allumer_verb
udf_noun	udf_noun
maestro_noun	maître_noun
gravemente_adverb	grièvement_adverb
vitoria_propernoun	vitoria_propernoun
socio_noun	partenaire_noun
advertencia_noun	avertissement_noun
corredor_noun	courtier_noun
impostor_noun	imposteur_noun
tiroteo_noun	fusillade_noun
clerc_propernoun	clerc_propernoun
experimento_noun	expérience_noun
carmelo_propernoun	carmelo_propernoun
dupont-aignan_propernoun	dupont-aignan_propernoun
ecofinanciación_noun	éco-financement_noun
motocultivador_noun	motoculteur_noun
república-turca-del-norte-de-chipre_propernoun	république-turque-de-chypre-du-nord_propernoun
apasionar_verb	passionner_verb
con-tal-que_subordinatingconjunction	pourvu-que_subordinatingconjunction
rector_noun	recteur_noun
trotsky_propernoun	trotsky_propernoun
sitges_propernoun	sitges_propernoun
alston_propernoun	alston_propernoun
diesel_noun	diesel_noun
desde-entonces_adverb	dès-lors_adverb
insólito_adjective	insolite_adjective
doñana_propernoun	doñana_propernoun
departamento_noun	département_noun
arcilla_noun	argile_noun
conexión_noun	connexion_noun
rol_noun	rôle_noun
benítez_propernoun	benítez_propernoun
contenido_noun	contenu_noun
eta_noun	eta_noun
fort_propernoun	fort_propernoun
benéfico_adjective	bénéfique_adjective
unicaja_propernoun	unicaja_propernoun
senado_noun	sénat_noun
cupidon_propernoun	cupidon_propernoun
salida_noun	sortie_noun
arena_noun	arène_noun
doggystyle_noun	doggystyle_noun
furia_noun	furie_noun
yarmuk_propernoun	yarmouk_propernoun
alejar_verb	éloigner_verb
gaston_propernoun	gaston_propernoun
en-tiempos-remotos_adverb	à-une-époque-lontaine_adverb
invisibilidad_noun	invisibilité_noun
emprender_verb	entreprendre_verb
araitz_propernoun	araitz_propernoun
doctrina_noun	doctrine_noun
caledonia_propernoun	calédonie_propernoun
sensibilizar_verb	sensibiliser_verb
fourquet_propernoun	fourquet_propernoun
reclutar_verb	recruter_verb
suponer_verb	supposer_verb
viudedad_noun	pension-de-veuve_noun
guijarro_propernoun	guijarro_propernoun
aspirar_verb	aspirer_verb
gastar_verb	dépenser_verb
mostra_propernoun	mostra_propernoun
afectado_adjective	apprêté_adjective
como_adverb	comme_adverb
como_relativepronoun	comme_relativepronoun
como_adverb	comme_adverb
como_relativepronoun	comme_relativepronoun
abstener_verb	abstenir_verb
vicedecano_noun	vicedoyen_noun
alcoa_propernoun	alcoa_propernoun
final_adjective	final_adjective
vender-rebajado_verb	vendre-au-rabais_verb
resultado_noun	résultat_noun
transferencia-permanente_noun	virement-permanent_noun
comisario_noun	commissaire_noun
georgi-purvanov_propernoun	gueorgui-parvanov_propernoun
tres_numeral	trois_numeral
cerebro_noun	cerveau_noun
liviano_adjective	léger_adjective
sociabilidad_noun	sociabilité_noun
aportación_noun	apport_noun
alvertis_propernoun	alvertis_propernoun
hieronymus-van-aeken_propernoun	jheronimus-van-aeken_propernoun
condoleezza_propernoun	condoleezza_propernoun
pernando_propernoun	pernando_propernoun
andu_propernoun	andu_propernoun
stuttgart_propernoun	stuttgart_propernoun
convaleciente_adjective	convalescent_adjective
optenet_propernoun	optenet_propernoun
nativo_adjective	natif_adjective
bandolero_noun	bandit_noun
tan_adverb	tellement_adverb
basso_propernoun	basso_propernoun
contenido_adjective	contenu_adjective
elía_propernoun	elía_propernoun
relocalización_noun	relocalisation_noun
mazeaud_propernoun	mazeaud_propernoun
cibeles_noun	cibeles_noun
conflicto_noun	conflit_noun
iparralde_propernoun	pays-basque-du-nord_propernoun
guardamar_propernoun	guardamar_propernoun
cotizar_verb	coter_verb
a-lo-largo-de_preposition	tout-au-long-de_preposition
contra_noun	contre_noun
costear_verb	payer_verb
corona_noun	couronne_noun
despedir_verb	dire-au-revoir_verb
intermediación_noun	intermédiation_noun
otxoa_propernoun	otxoa_propernoun
cuenta-de-ahorro-vivienda_noun	compte-d'épargne-logement_noun
mal_adjective	mauvais_adjective
aproximación_noun	approximation_noun
situación_noun	situation_noun
vinaròs_propernoun	vinaroz_propernoun
intimidación_noun	intimidation_noun
broche-final_noun	couronement_noun
casa_noun	maison_noun
granizo_noun	grêle_noun
tolón_propernoun	toulon_propernoun
mayotte_propernoun	mayotte_propernoun
vocabulario_noun	vocabulaire_noun
gaudí_propernoun	gaudí_propernoun
euskara_noun	basque_noun
comentar_verb	commenter_verb
adaptador_adjective	adaptateur_adjective
campeón_noun	champion_noun
título-valor_noun	titre-financier_noun
agurain_propernoun	agurain_propernoun
bera_propernoun	bera_propernoun
inmediato_adjective	immédiat_adjective
team_propernoun	team_propernoun
alexandros_propernoun	alexandros_propernoun
achurra_propernoun	achurra_propernoun
consistir_verb	consister_verb
libre-albedrío_noun	libre-arbitre_noun
teñir_verb	teinter_verb
trasgresión_noun	transgression_noun
jokin_propernoun	jokin_propernoun
constancia_noun	constance_noun
almendra_noun	amande_noun
dividendo_noun	dividende_noun
gautier_propernoun	gautier_propernoun
argentina_propernoun	argentine_propernoun
falda_noun	jupe_noun
bajo_adverb	bas_adverb
andrus_propernoun	andrus_propernoun
jaca_propernoun	jaca_propernoun
intimidad_noun	intimité_noun
drama_noun	drame_noun
fichar_verb	ficher_verb
poner-rumbo-a_verb	mettre-le-cap-sur_verb
hugo-chávez_propernoun	hugo-chávez_propernoun
recordatorio_noun	souvenir_noun
lertxundi_propernoun	lertxundi_propernoun
habitación_noun	habitation_noun
luzaro_propernoun	luzaro_propernoun
zabaleta_propernoun	zabaleta_propernoun
ainhara_propernoun	ainhara_propernoun
ambiental_adjective	environnemental_adjective
logístico_adjective	logistique_adjective
gastronómico_adjective	gastronomique_adjective
derrumbamiento_noun	effondrement_noun
varela_propernoun	varela_propernoun
galeno_propernoun	galien_propernoun
sin-ánimo-de-lucro_adjective	sans-but-lucratif_adjective
roser_propernoun	roser_propernoun
dramatización_noun	dramatisation_noun
regulación_noun	régulation_noun
lasa_propernoun	lasa_propernoun
amparo_noun	protection_noun
eguraldi-news_noun	météo-nouvelles_noun
autonomización_noun	autonomisation_noun
maine-y-loira_propernoun	maine-et-loire_propernoun
alergia_noun	allergie_noun
pitido_noun	sifflement_noun
ineficaz_adjective	inefficace_adjective
nanclares_propernoun	nanclares_propernoun
guinea-bissau_propernoun	guinée-bissau_propernoun
permanente_adjective	permanent_adjective
la-une_propernoun	la-une_propernoun
figueroa_propernoun	figueroa_propernoun
agregación_noun	agrégation_noun
amiano_propernoun	amiano_propernoun
mendicidad_noun	mendicité_noun
semanal_adjective	hebdomadaire_adjective
plataforma_noun	plateforme_noun
asuntos-exteriores_noun	affaires-étrangères_noun
embargar_verb	saisir_verb
asesoría-jurídica_noun	cabinet-juridique_noun
cuaderno_noun	cahier_noun
ponencia_noun	exposé_noun
península-de-alaska_propernoun	péninsule-d'alaska_propernoun
empleo_noun	emploi_noun
licenciado_adjective	licencié_adjective
kenia_propernoun	kenya_propernoun
salinidad_noun	salinité_noun
distanciar_verb	distancer_verb
despreciar_verb	mépriser_verb
alemán_noun	allemand_noun
jacky_propernoun	jacky_propernoun
callar_verb	taire_verb
disgusto_noun	contrariété_noun
obstáculo_noun	obstacle_noun
peticionario_adjective	demandeur_adjective
escolar_adjective	scolaire_adjective
democracia_noun	démocratie_noun
anders-fogh-rasmussen_propernoun	anders-fogh-rasmussen_propernoun
astucia_noun	astuce_noun
última-hora_noun	dernière-minute_noun
televisión_noun	télé_noun
hacer-una-redada_verb	faire-un-coup-de-filet_verb
carga_noun	charge_noun
akauzazte_propernoun	akauzazte_propernoun
autocontrol_noun	self-control_noun
johnnie_propernoun	johnnie_propernoun
aficionado_adjective	amateur_adjective
gide_propernoun	gide_propernoun
borrasca_noun	bourrasque_noun
monarca_noun	monarque_noun
contingente_adjective	contingent_adjective
abdelkhalak_propernoun	abdelkhalak_propernoun
reino-de-las-dos-sicilias_propernoun	royaume-des-deux-roses_propernoun
apropiación_noun	appropriation_noun
santa-helena_propernoun	sainte-hélène_propernoun
gaztedi_propernoun	gaztedi_propernoun
atormentar_verb	tourmenter_verb
cultivo_noun	culture_noun
adsl_noun	adsl_noun
desmitificación_noun	démythification_noun
veintiuno_numeral	vingt-et-un_numeral
antideporte_adjective	antisport_adjective
escáner_noun	scanner_noun
escodar_verb	layer_verb
prólogo_noun	prologue_noun
infarto_noun	infarctus_noun
en-el-momento-apropiado_adverb	au-moment-approprié_adverb
fermentación_noun	fermentation_noun
ideología_noun	idéologie_noun
depositar_verb	déposer_verb
frontera_noun	frontière_noun
gran-lago-salado_propernoun	grand-lac-salé_propernoun
en-resumen_adverb	bref_adverb
seguidor_noun	partisan_noun
vasco_noun	basque_noun
rarefacción_noun	raréfaction_noun
porvenir_noun	avenir_noun
samoa-americana_propernoun	samoa-américaines_propernoun
antenista_noun	réparateur-d'antennes_noun
australasia_propernoun	australasie_propernoun
periplo_noun	périple_noun
alimenticio_adjective	alimentaire_adjective
chupinazo_noun	chupinazo_noun
simulación_noun	simulation_noun
portal_noun	porche_noun
amael_propernoun	amael_propernoun
restauración_noun	restauration_noun
limón_noun	citron_noun
segunda-guerra-mundial_propernoun	seconde-guerre-mondiale_propernoun
eratóstenes_propernoun	ératosthène_propernoun
gabón_propernoun	gabon_propernoun
baigorri_propernoun	saint-étienne-de-baïgorry_propernoun
salvador_propernoun	salvador_propernoun
haritza_propernoun	haritza_propernoun
mercado-monetario_noun	marché-monétaire_noun
saint-loup_propernoun	saint-loup_propernoun
transferencia-fiscal_noun	transfert-fiscal_noun
guantánamo_propernoun	guantánamo_propernoun
olvidar_verb	oublier_verb
finul_propernoun	finul_propernoun
aldaya_propernoun	aldaya_propernoun
rodar_verb	bouler_verb
guitarra_noun	guitare_noun
citibank_propernoun	citibank_propernoun
baeza_propernoun	baeza_propernoun
a-efectos_adverb	sur-le-plan_adverb
yihad_noun	djihad_noun
mail_noun	e-mail_noun
mur_propernoun	mur_propernoun
stendhal_propernoun	stendhal_propernoun
fernández_propernoun	fernández_propernoun
vacunación_noun	vaccination_noun
tailandés_adjective	thaïlandais_adjective
antxón_propernoun	antxón_propernoun
grabar_verb	graver_verb
apurar_verb	épuiser_verb
nairobi_propernoun	nairobi_propernoun
asmara_propernoun	asmara_propernoun
saber-lo-que-piensa_verb	savoir-ce-que-a-dans-le-ventre_verb
mundial_adjective	mondial_adjective
sobre_preposition	sur_preposition
gasquet_propernoun	gasquet_propernoun
recurrente_adjective	récurrent_adjective
perturbar_verb	perturber_verb
moshe_propernoun	moshe_propernoun
giovanni-boccaccio_propernoun	jean-boccace_propernoun
degos_propernoun	degos_propernoun
avenzoar_propernoun	ibn-zuhr_propernoun
tanto_adjective	tellement_adjective
agurtzane_propernoun	agurtzane_propernoun
donostiako-estropadak_propernoun	régates-de-saint-sébastien_propernoun
aquel_pronoun	celui-là_pronoun
aquel_determiner	celui-là_determiner
optimismo_noun	optimisme_noun
camp_propernoun	camp_propernoun
allier_propernoun	allier_propernoun
notificación_noun	faire-part_noun
prótesis_noun	prothèse_noun
acorazado_noun	cuirassé_noun
alemania_propernoun	allemagne_propernoun
radiografía_noun	radiographie_noun
michelangelo-buonarroti_propernoun	michelangelo-buonarroti_propernoun
múltiplo_noun	multiple_noun
rectificar_verb	rectifier_verb
caballete_noun	chevalet_noun
neoliberal_adjective	néolibéral_adjective
femenino_adjective	féminin_adjective
inalámbrico_adjective	sans-fil_adjective
ibex-35_propernoun	ibex-35_propernoun
refranero_noun	recueil-de-proverbes_noun
bordillo_noun	bordure_noun
tskhinvali_propernoun	tskhinvali_propernoun
sí_pronoun	soi_pronoun
sí_reflexivepersonalpronoun	soi_reflexivepersonalpronoun
en-adelante_adverb	dorénavant_adverb
northumbria_propernoun	northumbrie_propernoun
pataky_propernoun	pataky_propernoun
ipargroupe_propernoun	ipargroupe_propernoun
servicio-informativo_noun	service-d'information_noun
silicio_noun	silicium_noun
edif_propernoun	edif_propernoun
goizaldi_propernoun	goizaldi_propernoun
diferente_adjective	différent_adjective
trias_propernoun	trias_propernoun
terreno_noun	terrain_noun
ficha-de-firma_noun	fiche-de-signature_noun
set_noun	manche_noun
eternidad_noun	éternité_noun
cuenta-separada_noun	compte-à-part_noun
recoger_verb	ramasser_verb
pequeña-y-mediana-empresa_noun	petite-et-moyenne-entreprise_noun
sali-berisha_propernoun	sali-berisha_propernoun
inutilizado_verb	inutilisé_verb
copé_propernoun	copé_propernoun
pedal_noun	pédale_noun
confusión_noun	confusion_noun
en-efecto_adverb	certes_adverb
borrar-lo-que-no-proceda_verb	effacer-ce-qui-ne-convient-pas_verb
perseguidor_adjective	persécuteur_adjective
variabilidad_noun	variabilité_noun
demora_noun	retard_noun
recortar_verb	découper_verb
plymouth_propernoun	plymouth_propernoun
cédric_propernoun	cédric_propernoun
argumentar_verb	argumenter_verb
agesta_propernoun	agesta_propernoun
itv_noun	contrôle-technique-automobile_noun
dios_noun	dieu_noun
veronés_propernoun	véronèse_propernoun
sonoridad_noun	sonorité_noun
ficha_noun	fiche_noun
alhambra_propernoun	alhambra_propernoun
ballena_noun	baleine_noun
atunero_noun	thonier_noun
quebequés_adjective	québécois_adjective
ocasionalmente_adverb	occasionnellement_adverb
molestar_verb	gêner_verb
automovilismo_noun	automobilisme_noun
ennio_propernoun	ennius_propernoun
joxemi_propernoun	joxemi_propernoun
lot_propernoun	lot_propernoun
yayo_noun	yayo_noun
gráfico_adjective	graphique_adjective
imaginar_verb	imaginer_verb
armero_noun	armurier_noun
francesco_propernoun	francesco_propernoun
satse_noun	satse_noun
ansola_propernoun	ansola_propernoun
portería_noun	loge_noun
decimal_adjective	décimal_adjective
sudar_verb	suer_verb
disponible_adjective	disponible_adjective
adams_propernoun	adams_propernoun
alaña_propernoun	alaña_propernoun
documental_noun	documentaire_noun
turista_noun	touriste_noun
manifiesto_noun	manifeste_noun
sin-duda_adverb	tout-à-fait_adverb
cómodamente_adverb	confortablement_adverb
antiguo-testamento_propernoun	ancient-testament_propernoun
sospechoso_noun	suspect_noun
irregularidad_noun	irrégularité_noun
prestar-atención_verb	être-attentif_verb
reporting_propernoun	reporting_propernoun
antiinflamatorio_noun	anti-inflammatoire_noun
pequeño_adjective	petit_adjective
tanzania_propernoun	tanzanie_propernoun
londinense_adjective	londonien_adjective
sistemático_adjective	systématique_adjective
baja-austria_propernoun	basse-autriche_propernoun
allawi_propernoun	allawi_propernoun
inadmisión_noun	inadmission_noun
hostal_noun	pension_noun
andino_adjective	andin_adjective
bilateral_adjective	bilatéral_adjective
oponible_adjective	opposable_adjective
fia_noun	fia_noun
código-de-identificación_noun	code-d'identification_noun
marcano_propernoun	marcano_propernoun
aplacar_verb	apaiser_verb
ancla_noun	ancre_noun
duende_noun	lutin_noun
occitano_adjective	occitan_adjective
ottawa_propernoun	ottawa_propernoun
billete-falso_noun	faux-billet_noun
pacita_propernoun	pacita_propernoun
incrustar_verb	incruster_verb
otro_adjective	d'autre_adjective
escaso_adjective	rare_adjective
inicializar_verb	initialiser_verb
asombroso_adjective	frappant_adjective
inercia_noun	inertie_noun
hospitalidad_noun	hospitalité_noun
recuperar_verb	récupérer_verb
aubry_propernoun	aubry_propernoun
blum_propernoun	blum_propernoun
ruptura_noun	rupture_noun
bocanegra_propernoun	bocanegra_propernoun
arguilé_propernoun	arguilé_propernoun
apartheid_noun	apartheid_noun
por-tanto_subordinatingconjunction	donc_subordinatingconjunction
vapor_noun	vapeur_noun
sexto_adjective	sixième_adjective
claro_noun	clair_noun
ardiente_adjective	ardent_adjective
urtzi_propernoun	urtzi_propernoun
tasio_propernoun	tasio_propernoun
warhol_propernoun	warhol_propernoun
fiscal_noun	procureur_noun
saône-et-loire_propernoun	saône-et-loire_propernoun
incumplir_verb	manquer-à_verb
