cercania_noun	cercanía_noun
electronicamente_adverb	electrónicamente_adverb
basicamente_adverb	básicamente_adverb
devidamente_adverb	debidamente_adverb
obsequiar_verb	obsequiar_verb
interminável_adjective	interminable_adjective
conhecer_verb	conocer_verb
vestuário_noun	vestuario_noun
trilha-sonora_noun	banda-sonora_noun
valoração_noun	valoración_noun
ilce_propernoun	ilce_propernoun
ferver_verb	hervir_verb
choça_noun	choza_noun
patamar_noun	nivel_noun
equação_noun	ecuación_noun
apoio_noun	apoyo_noun
erva_noun	hierba_noun
anabela_propernoun	anabela_propernoun
álcool_noun	alcohol_noun
saudações_interjection	un-saludo_interjection
interativo_adjective	interactivo_adjective
sérgio_propernoun	sérgio_propernoun
oriente-médio_propernoun	oriente-medio_propernoun
ladrão_noun	atracador_noun
trilho_noun	raíl_noun
compra-e-venda_noun	compraventa_noun
péssimo_adjective	pésimo_adjective
afetivamente_adverb	afectivamente_adverb
fugir_verb	huir_verb
auxílio_noun	auxilio_noun
menor_adjective	más-pequeño_adjective
tortamente_adverb	torcidamente_adverb
intranet_noun	intranet_noun
retrocesso_noun	retroceso_noun
civilizar_verb	civilizar_verb
hipotecar_verb	hipotecar_verb
neutralização_noun	neutralización_noun
berlanga_propernoun	berlanga_propernoun
anjo_noun	ángel_noun
criptografado_adjective	cifrado_adjective
canhotamente_adverb	zurdamente_adverb
vendedor_noun	vendedor_noun
grampo_noun	grapa_noun
reconhecer_verb	reconocer_verb
comovente_adjective	conmovedor_adjective
reutilizar_verb	reutilizar_verb
centesimal_adjective	centesimal_adjective
esteja-eu-quente-ría-se-a-gente_adverb	ande-yo-caliente-y-ríase-la-gente_adverb
desdenhar_verb	desdeñar_verb
felicidade_noun	felicidad_noun
aspereza_noun	aspereza_noun
agrotecnicamente_adverb	agrotécnicamente_adverb
colinear_adjective	colineal_adjective
propor_verb	proponer_verb
ocorrência_noun	ocurrencia_noun
bucha_noun	cojinete_noun
semitubular_adjective	semitubular_adjective
xiita_adjective	chiita_adjective
protozoário_noun	protozoario_noun
cnbc_propernoun	cnbc_propernoun
subestilo_noun	subestilo_noun
numérico_adjective	numérico_adjective
afiliação_noun	afiliación_noun
desaguadouro_noun	vertedero_noun
curiosidade_noun	curiosidad_noun
yuki_propernoun	yuki_propernoun
retaguarda_noun	retaguardia_noun
cravar_verb	clavar_verb
fratura_noun	fractura_noun
retratação_noun	retractación_noun
revanche_noun	revancha_noun
hispanicamente_adverb	hispánicamente_adverb
choque_noun	calambre_noun
requerer_verb	requerir_verb
ingênuo_adjective	ingenuo_adjective
jerónimo_propernoun	jerónimo_propernoun
refinaria_noun	refinería_noun
legislação_noun	legislación_noun
validamente_adverb	válidamente_adverb
rir_verb	reír_verb
debilidade_noun	debilidad_noun
dominicano_adjective	dominicano_adjective
enjôo_noun	náusea_noun
triplo_noun	triple_noun
distinto_adjective	distinguido_adjective
indulgência_noun	indulgencia_noun
cozinhar_verb	cocinar_verb
quiçá_adverb	quizá_adverb
circunferência_noun	circunferencia_noun
perdedor_adjective	perdedor_adjective
busca_noun	búsqueda_noun
prazenteiramente_adverb	placenteramente_adverb
injetor_noun	inyector_noun
banco-urquijo_propernoun	banco-urquijo_propernoun
afirmativo_adjective	afirmativo_adjective
precocemente_adverb	precozmente_adverb
macau_propernoun	macau_propernoun
centroide_noun	centroide_noun
gravavelmente_adverb	gravablemente_adverb
fantasticamente_adverb	fantásticamente_adverb
classificação_noun	ordenación_noun
documentação_noun	papeleo_noun
wireless_propernoun	wireless_propernoun
comprovante_noun	comprobante_noun
ónibus_noun	autobús_noun
valer-a-pena_verb	merecer-la-pena_verb
fertilizante_noun	fertilizante_noun
combater_verb	combatir_verb
cabo_noun	cable_noun
matéria_noun	asignatura_noun
orifício_noun	orificio_noun
sorteio_noun	sorteo_noun
evolução_noun	evolución_noun
efetuar_verb	efectuar_verb
sem_preposition	sin_preposition
espinoza_propernoun	espinoza_propernoun
aliás_subordinatingconjunction	de-hecho_subordinatingconjunction
processual_adjective	procesal_adjective
sofrimento_noun	sufrimiento_noun
fiscalização_noun	fiscalización_noun
islã_noun	islam_noun
abordavelmente_adverb	abordablemente_adverb
a-maioria-das-pessoas_subordinatingconjunction	el-común-de-la-gente_subordinatingconjunction
desinstalar_verb	desinstalar_verb
corretor_adjective	corrector_adjective
venezuelano_adjective	venezolano_adjective
recomendavelmente_adverb	recomendablemente_adverb
américa-central_propernoun	centroamerica_propernoun
computador_noun	computadora_noun
mobiliário_noun	mobiliario_noun
carregar_verb	cargar_verb
astorga_propernoun	astorga_propernoun
louren_propernoun	louren_propernoun
toroide_adjective	toroide_adjective
maldade_noun	maldad_noun
slb_propernoun	slb_propernoun
ponte_noun	puente_noun
dignidade_noun	dignidad_noun
efetivar_verb	realizar_verb
sina_noun	sino_noun
sentimento_noun	sentimiento_noun
localização_noun	ubicación_noun
psiquicamente_adverb	psíquicamente_adverb
por-sua-vez_adverb	por-su-parte_adverb
proposta_noun	planteamiento_noun
produção_noun	producción_noun
efs_propernoun	efs_propernoun
instantaneamente_adverb	instantáneamente_adverb
diretório_noun	directorio_noun
mexer_verb	menear_verb
aabef_propernoun	aabef_propernoun
fisicamente_adverb	físicamente_adverb
tranqüilizar_verb	tranquilizar_verb
subdirector_noun	subdirector_noun
casa-de-banho_noun	cuarto-de-baño_noun
ciumento_adjective	celoso_adjective
assunto_noun	asunto_noun
detroit_propernoun	detroit_propernoun
patrão_noun	patrono_noun
preservação_noun	preservación_noun
diagrama_noun	diagrama_noun
pluralidade_noun	pluralidad_noun
magia_noun	magia_noun
genérico_adjective	genérico_adjective
render_verb	rendir_verb
desemprego_noun	paro_noun
inexato_adjective	inexacto_adjective
chefe_noun	jefe_noun
toxicômano_noun	toxicómano_noun
entranhar_verb	entrañar_verb
fundação_noun	fundación_noun
combustível_noun	carburante_noun
internauta_noun	internauta_noun
catroga_propernoun	catroga_propernoun
profecia_noun	profecía_noun
benedet_propernoun	benedet_propernoun
compal_propernoun	compal_propernoun
esquizofrênico_adjective	esquizofrénico_adjective
mastro_noun	mástil_noun
deontológico_adjective	deontológico_adjective
trâmite_noun	trámite_noun
juro_noun	interés_noun
intrinsecamente_adverb	intrínsecamente_adverb
impartição_noun	impartición_noun
filipe_propernoun	filipe_propernoun
montagem_noun	montaje_noun
igreja_noun	iglesia_noun
vossa-senhoria_interjection	vuestra-señoría_interjection
ppm_noun	ppm_noun
quotidiano_adjective	cotidiano_adjective
recarregar_verb	recargar_verb
violador_adjective	violador_adjective
até_preposition	hasta_preposition
mesmo_adjective	mismo_adjective
fibra_noun	fibra_noun
indireto_adjective	indirecto_adjective
alvo_noun	diana_noun
indiferença_noun	indiferencia_noun
onze_numeral	once_numeral
selvagem_adjective	salvaje_adjective
baderneiramente_adverb	alborotadoramente_adverb
preservativo_noun	preservativo_noun
frente_noun	frente_noun
nitrogênio_noun	nitrógeno_noun
abraço_noun	abrazo_noun
alzina_propernoun	alzina_propernoun
mostra_noun	muestra_noun
nominal_adjective	nominal_adjective
submenu_noun	submenú_noun
bpp_propernoun	bpp_propernoun
invariável_adjective	invariable_adjective
catarina_propernoun	catarina_propernoun
desporto_noun	deporte_noun
eslovaco_adjective	eslovaco_adjective
mundialização_noun	mundialización_noun
mensurável_adjective	conmensuralista_adjective
umd_propernoun	umd_propernoun
carteira-de-habilitação_noun	permiso-de-conducir_noun
aterrar_verb	aterrizar_verb
prostituição_noun	prostitución_noun
didacticamente_adverb	didácticamente_adverb
surpreso_adjective	sorprendido_adjective
o-vosso_determiner	vuestro_determiner
emergir_verb	emerger_verb
mecanizado_adjective	mecanizado_adjective
odr_propernoun	odr_propernoun
curral_noun	corral_noun
parasito_noun	parásito_noun
forçado_adjective	forzado_adjective
tênue_adjective	tenue_adjective
murchar_verb	marchitar_verb
tea_propernoun	tea_propernoun
tematicamente_adverb	temáticamente_adverb
questionável_adverb	cuestionable_adverb
chave_noun	clave_noun
cilindricidade_noun	cilindricidad_noun
compromisso_noun	compromiso_noun
milho_noun	maíz_noun
sistematicamente_adverb	sistemáticamente_adverb
grêmio_noun	gremio_noun
sobrepor_verb	superponer_verb
ficheiro_noun	fichero_noun
tertúlia_noun	tertúlia_noun
endereço_noun	dirección_noun
comovedoramente_adverb	conmovedoramente_adverb
por-bem_adverb	por-las-buenas_adverb
eixo_noun	eje_noun
demorar_verb	tardar_verb
perfeito_adjective	perfecto_adjective
inevitavelmente_adverb	ineludiblemente_adverb
noz_noun	nuez_noun
bósnia_propernoun	bosnia_propernoun
armindo_propernoun	armindo_propernoun
tropeçar_verb	tropezar_verb
o_pronoun	el_pronoun
só_adverb	solo_adverb
columbia_propernoun	columbia_propernoun
ejidatario_noun	ejidatario_noun
finalidade_noun	finalidad_noun
cabine_noun	cabina_noun
oxigénio_noun	oxígeno_noun
inverificavelmente_adverb	inverificablemente_adverb
moldar_verb	moldear_verb
penso_noun	pienso_noun
universalidade_noun	universalidad_noun
porco_noun	cerdo_noun
sordidamente_adverb	sórdidamente_adverb
cego_adjective	ciego_adjective
restrição_noun	cortapisa_noun
inativar_verb	inactivar_verb
reflexivo_adjective	reflexivo_adjective
jogar_verb	jugar_verb
madrileno_adjective	madrileño_adjective
refinamento_noun	afinamiento_noun
abordagem_noun	abordaje_noun
mergulhar_verb	bucear_verb
fio_noun	hilo_noun
lutar_verb	luchar_verb
criador_noun	creador_noun
alheiamente_adverb	ajenamente_adverb
nós_pronoun	nosotros_pronoun
milagre_noun	milagro_noun
escavação_noun	excavación_noun
contração_noun	contracción_noun
incomparavelmente_adverb	incomparablemente_adverb
um_pronoun	uno_pronoun
piscar_verb	parpadear_verb
heureca_interjection	eureka_interjection
sudoeste_noun	suroeste_noun
milícia_noun	milicia_noun
frasco_noun	frasco_noun
qualidade_noun	calidad_noun
realçar_verb	realzar_verb
grint_propernoun	grint_propernoun
herzegóvina_propernoun	herzegovina_propernoun
repercussão_noun	repercusión_noun
melo_propernoun	melo_propernoun
janeiro_noun	enero_noun
pagamento_noun	pago_noun
identificação_noun	identificación_noun
lutador_noun	luchador_noun
seccionar_verb	seccionar_verb
imperativo_adjective	imperativo_adjective
reflexo_noun	reflejo_noun
irrealizavelmente_adverb	irrealizablemente_adverb
rosalina_propernoun	rosalina_propernoun
condutor_noun	chófer_noun
turbulência_noun	turbulencia_noun
imaginavelmente_adverb	imaginablemente_adverb
economicidade_noun	economicidad_noun
revelação_noun	revelación_noun
regulamentar_adjective	regulatorio_adjective
difusor_adjective	difusor_adjective
teórico_adjective	teórico_adjective
júri_noun	jurado_noun
praça_noun	plaza_noun
atingir_verb	alcanzar_verb
inevitavelmente_adverb	inevitablemente_adverb
promotoria_noun	fiscalía_noun
enquanto_subordinatingconjunction	en-tanto-que_subordinatingconjunction
adriaanse_propernoun	adriaanse_propernoun
denegação_noun	denegación_noun
cotovelo_noun	codo_noun
colecionavelmente_adverb	coleccionablemente_adverb
monte_noun	monto_noun
taxonomia_noun	taxonomía_noun
longoria_propernoun	longoria_propernoun
contatar_verb	contactar_verb
compatibilidade_noun	compatibilidad_noun
freqüentar_verb	frecuentar_verb
rapaz_noun	muchacho_noun
esfregar_verb	frotar_verb
licitamente_adverb	lícitamente_adverb
cúbico_adjective	cúbico_adjective
ativismo_noun	activismo_noun
peri_propernoun	peri_propernoun
abrangente_adjective	abarcador_adjective
arquipélago_noun	archipélago_noun
sempre_adverb	siempre_adverb
boixareu_propernoun	boixareu_propernoun
transbordar_verb	rebosar_verb
florestalmente_adverb	forestalmente_adverb
inabilmente_adverb	inhábilmente_adverb
impossibilidade_noun	imposibilidad_noun
casca_noun	vaciado_noun
tridimensional_adjective	tridimensional_adjective
multidiciplinar_adjective	multidisciplinar_adjective
flange_noun	brida_noun
time_noun	equipo_noun
ofertante_noun	oferente_noun
acanhado_adjective	tímido_adjective
vingar_verb	vengar_verb
coração_noun	corazón_noun
lagoa_noun	laguna_noun
globalização_noun	globalización_noun
utopia_noun	utopía_noun
semelhantemente_adverb	semejantemente_adverb
acossar_verb	acosar_verb
parametrizar_verb	parametrizar_verb
leitão_propernoun	leitão_propernoun
cáritas_propernoun	cáritas_propernoun
sincronização_noun	sincronización_noun
improvável_adjective	improbable_adjective
maiorca_propernoun	maiorca_propernoun
fim_noun	fin_noun
comigo_pronoun	conmigo_pronoun
brl_propernoun	brl_propernoun
aprontar_verb	hacer_verb
bibliográfico_adjective	bibliográfico_adjective
marshall_propernoun	marshall_propernoun
escuridão_noun	oscuridad_noun
dividendo_noun	dividendo_noun
cômoda_noun	cómoda_noun
quinhentos_numeral	quinientos_numeral
qual_adverb	cual_adverb
qual_pronoun	cual_pronoun
qual_adverb	cual_adverb
qual_relativepronoun	cual_relativepronoun
qual_adverb	cual_adverb
qual_pronoun	cual_pronoun
qual_interrogativepronoun	cual_interrogativepronoun
qual_adverb	cual_adverb
alumínio_noun	aluminio_noun
passeata_noun	marcha_noun
sequer_adverb	siquiera_adverb
cóclea_noun	cóclea_noun
metrô_noun	metro_noun
animação_noun	animación_noun
empoderamento_noun	empoderamiento_noun
automobilisticamente_adverb	automovilísticamente_adverb
mútuo_adjective	mutuo_adjective
pequim_propernoun	pekín_propernoun
encarregado_noun	encargado_noun
plutónio_noun	plutonio_noun
decorrente_adjective	decurrente_adjective
patogênico_adjective	patógeno_adjective
esquisito_adjective	extraño_adjective
achar_verb	hallar_verb
adriano_propernoun	adriano_propernoun
largura_noun	anchura_noun
intermitente_adjective	intermitente_adjective
russo_adjective	ruso_adjective
c_noun	c_noun
excitar_verb	excitar_verb
ozónio_noun	ozono_noun
volcat_propernoun	volcat_propernoun
pressa_noun	prisa_noun
carvão_noun	carbón_noun
transmissor_adjective	transmisor_adjective
monitoramento_noun	monitorización_noun
distracção_noun	distracción_noun
cedinho_adverb	tempranito_adverb
vindouramente_adverb	venideramente_adverb
posicionamento_noun	posicionamiento_noun
parceria_noun	asociación_noun
cadeira_noun	escaño_noun
oleoduto_noun	oleoducto_noun
interconexão_noun	interconexión_noun
inclusive_adverb	incluso_adverb
carteiro_noun	cajetilla_noun
roteirista_noun	guionista_noun
costurar_verb	coser_verb
herméticamente_adverb	a-cal-y-canto_adverb
policia-civil_noun	guardia-civil_noun
punho_noun	puño_noun
desagradável_adjective	desagradable_adjective
emma_propernoun	emma_propernoun
brando_adjective	blando_adjective
verme_noun	gusano_noun
disposição_noun	disposición_noun
floculação_noun	floculación_noun
tóquio_propernoun	tokyo_propernoun
sobrelinhado_adjective	sobrerrayado_adjective
yvan_propernoun	yvan_propernoun
início_noun	inicialización_noun
prada_propernoun	prada_propernoun
definidor_adjective	definidor_adjective
passear_verb	pasear_verb
connosco_pronoun	con-nosotros_pronoun
faz-favor_interjection	por-favor_interjection
topologia_noun	topología_noun
quando_adverb	cuando_adverb
quando_relativepronoun	cuando_relativepronoun
quando_relativepronoun	cuando_relativepronoun
quando_interrogativepronoun	cuando_interrogativepronoun
quando_adverb	cuando_adverb
quando_relativepronoun	cuando_relativepronoun
quando_interrogativepronoun	cuando_interrogativepronoun
ficar_verb	quedarse_verb
livraria_noun	librería_noun
doentemente_adverb	enfermamente_adverb
eleitor_noun	elector_noun
surgimento_noun	surgimiento_noun
consequentemente_adverb	consecuentemente_adverb
encarcerar_verb	encarcelar_verb
assento_noun	asiento_noun
já-que_subordinatingconjunction	por-cuanto-que_subordinatingconjunction
irremediavelmente_adverb	irremediablemente_adverb
chave_noun	llave_noun
decisão_noun	decisión_noun
congruência_noun	congruencia_noun
rebaptizar_verb	rebautizar_verb
madrilenhamente_adverb	madrileñamente_adverb
proximidade_noun	proximidad_noun
réplica_noun	réplica_noun
radiativo_adjective	radiactivo_adjective
esquentar_verb	calentar_verb
sem-mais_adverb	así-como-así_adverb
viabilizar_verb	viabilizar_verb
justificavelmente_adverb	justificablemente_adverb
serviço_noun	servicio_noun
roscado_adjective	roscado_adjective
largamente_adverb	anchamente_adverb
demissão_noun	dimisión_noun
utilizável_adjective	utilizable_adjective
atendedor-de-chamadas_noun	contestador-automático_noun
derp_propernoun	derp_propernoun
zinco_noun	zinc_noun
wesley_propernoun	wesley_propernoun
inoxidavelmente_adverb	inoxidablemente_adverb
profundamente_adverb	hondamente_adverb
aguentar_verb	aguantar_verb
interatividade_noun	interactividad_noun
limpar_verb	zanjar_verb
setembro_noun	septiembre_noun
notavelmente_adverb	notablemente_adverb
vingativamente_adverb	vengativamente_adverb
validade_noun	validez_noun
inconstitucionalidade_noun	inconstitucionalidad_noun
registo_noun	registro_noun
predefinido_adjective	predefinido_adjective
fábio_propernoun	fábio_propernoun
scm_propernoun	scm_propernoun
obrigação_noun	obligación_noun
